index,run_id,job_id,lr,beta1,beta2,seed,loss,seconds,training_seconds,peak_memory_bytes,directory
0,packed8-awc-lr0.0056-beta1-0.9-beta2-0.95-seed42,2318595_0,0.0056,0.9,0.95,42,3.699188750721897,447.1376099829795,323.1829248180147,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.95-seed42
1,packed8-awc-lr0.0056-beta1-0.9-beta2-0.95-seed43,2318595_1,0.0056,0.9,0.95,43,3.691173676601125,442.3784812729573,315.37831006082706,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.95-seed43
2,packed8-awc-lr0.0056-beta1-0.9-beta2-0.95-seed44,2318595_2,0.0056,0.9,0.95,44,3.6958181165290505,454.06055211497005,323.9789155925391,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.95-seed44
3,packed8-awc-lr0.0056-beta1-0.9-beta2-0.98-seed42,2318595_3,0.0056,0.9,0.98,42,3.6448609099430054,443.3945294750156,316.8113980520284,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.98-seed42
4,packed8-awc-lr0.0056-beta1-0.9-beta2-0.98-seed43,2318595_4,0.0056,0.9,0.98,43,3.64395812903556,451.82967756700236,323.6641225790372,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.98-seed43
5,packed8-awc-lr0.0056-beta1-0.9-beta2-0.98-seed44,2318595_5,0.0056,0.9,0.98,44,3.6567808667256414,450.44845317606814,326.3297918338794,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.98-seed44
6,packed8-awc-lr0.0056-beta1-0.9-beta2-0.99-seed42,2318595_6,0.0056,0.9,0.99,42,3.6307873368117707,447.2502484539291,320.37553196703084,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.99-seed42
7,packed8-awc-lr0.0056-beta1-0.9-beta2-0.99-seed43,2318595_7,0.0056,0.9,0.99,43,3.635656040668504,443.7898565559881,317.8804699043976,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.99-seed43
8,packed8-awc-lr0.0056-beta1-0.9-beta2-0.99-seed44,2318595_8,0.0056,0.9,0.99,44,3.634053688120288,448.0813454319723,323.1990796290338,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.99-seed44
9,packed8-awc-lr0.0056-beta1-0.9-beta2-0.999-seed42,2318595_9,0.0056,0.9,0.999,42,3.619930390948819,434.05150013801176,311.4167665139539,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.999-seed42
10,packed8-awc-lr0.0056-beta1-0.9-beta2-0.999-seed43,2318595_10,0.0056,0.9,0.999,43,3.6236327702165188,449.8924015739467,323.3398432896938,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.999-seed43
11,packed8-awc-lr0.0056-beta1-0.9-beta2-0.999-seed44,2318595_11,0.0056,0.9,0.999,44,3.6261413254527843,446.92644473398104,320.4516097950982,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.9-beta2-0.999-seed44
12,packed8-awc-lr0.0056-beta1-0.925-beta2-0.95-seed42,2318595_12,0.0056,0.925,0.95,42,3.680832887038248,446.99335831496865,320.55884415796027,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.95-seed42
13,packed8-awc-lr0.0056-beta1-0.925-beta2-0.95-seed43,2318595_13,0.0056,0.925,0.95,43,3.6816477557164173,444.7214364539832,319.43528643483296,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.95-seed43
14,packed8-awc-lr0.0056-beta1-0.925-beta2-0.95-seed44,2318595_14,0.0056,0.925,0.95,44,3.6834631380605813,443.73378658504225,318.96583708771504,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.95-seed44
15,packed8-awc-lr0.0056-beta1-0.925-beta2-0.98-seed42,2318595_15,0.0056,0.925,0.98,42,3.633000755432305,445.92504252004437,321.58380394708365,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.98-seed42
16,packed8-awc-lr0.0056-beta1-0.925-beta2-0.98-seed43,2318595_16,0.0056,0.925,0.98,43,3.6447574626277084,442.47432344499975,318.88196820253506,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.98-seed43
17,packed8-awc-lr0.0056-beta1-0.925-beta2-0.98-seed44,2318595_17,0.0056,0.925,0.98,44,3.6444337726431235,450.82271811005194,325.5262761202175,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.98-seed44
18,packed8-awc-lr0.0056-beta1-0.925-beta2-0.99-seed42,2318595_18,0.0056,0.925,0.99,42,3.6187693125675837,446.26489799701085,319.23865921796823,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.99-seed42
19,packed8-awc-lr0.0056-beta1-0.925-beta2-0.99-seed43,2318595_19,0.0056,0.925,0.99,43,3.6297881114991912,446.6225897100521,318.4710730591323,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.99-seed43
20,packed8-awc-lr0.0056-beta1-0.925-beta2-0.99-seed44,2318595_20,0.0056,0.925,0.99,44,3.6208192155885586,448.41446873999666,318.00997729902156,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.99-seed44
21,packed8-awc-lr0.0056-beta1-0.925-beta2-0.999-seed42,2318595_21,0.0056,0.925,0.999,42,3.6100353483613596,447.0292836930603,317.8778361205477,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.999-seed42
22,packed8-awc-lr0.0056-beta1-0.925-beta2-0.999-seed43,2318595_22,0.0056,0.925,0.999,43,3.6171632656790362,466.7291575889976,320.2106170829211,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.999-seed43
23,packed8-awc-lr0.0056-beta1-0.925-beta2-0.999-seed44,2318595_23,0.0056,0.925,0.999,44,3.6195571868531715,463.32424818500294,318.35706244995527,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.925-beta2-0.999-seed44
24,packed8-awc-lr0.0056-beta1-0.95-beta2-0.95-seed42,2318595_24,0.0056,0.95,0.95,42,3.674375357202219,450.62651911797,323.73681713012047,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.95-seed42
25,packed8-awc-lr0.0056-beta1-0.95-beta2-0.95-seed43,2318595_25,0.0056,0.95,0.95,43,3.6779115212005045,445.56477905399515,321.99220176113886,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.95-seed43
26,packed8-awc-lr0.0056-beta1-0.95-beta2-0.95-seed44,2318595_26,0.0056,0.95,0.95,44,3.6761640064712213,441.54588101094123,315.50321826315485,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.95-seed44
27,packed8-awc-lr0.0056-beta1-0.95-beta2-0.98-seed42,2318595_27,0.0056,0.95,0.98,42,3.6352982821040856,442.4827462359099,314.8630652212305,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.98-seed42
28,packed8-awc-lr0.0056-beta1-0.95-beta2-0.98-seed43,2318595_28,0.0056,0.95,0.98,43,3.6344229159049526,450.10340312391054,322.8052739587147,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.98-seed43
29,packed8-awc-lr0.0056-beta1-0.95-beta2-0.98-seed44,2318595_29,0.0056,0.95,0.98,44,3.6406041849855324,443.69525503902696,318.43323710223194,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.98-seed44
30,packed8-awc-lr0.0056-beta1-0.95-beta2-0.99-seed42,2318595_30,0.0056,0.95,0.99,42,3.6260768250026345,443.4831761980895,317.13970175827853,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.99-seed42
31,packed8-awc-lr0.0056-beta1-0.95-beta2-0.99-seed43,2318595_31,0.0056,0.95,0.99,43,3.618849971025034,451.14053993904963,323.037299794727,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.99-seed43
32,packed8-awc-lr0.0056-beta1-0.95-beta2-0.99-seed44,2318595_32,0.0056,0.95,0.99,44,3.622702885291236,447.4823343490716,323.56005748093594,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.99-seed44
33,packed8-awc-lr0.0056-beta1-0.95-beta2-0.999-seed42,2318595_33,0.0056,0.95,0.999,42,3.60348716847763,447.0419060989516,320.5457287626341,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.999-seed42
34,packed8-awc-lr0.0056-beta1-0.95-beta2-0.999-seed43,2318595_34,0.0056,0.95,0.999,43,3.6122962544855772,442.8760971589945,317.34120245592203,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.999-seed43
35,packed8-awc-lr0.0056-beta1-0.95-beta2-0.999-seed44,2318595_35,0.0056,0.95,0.999,44,3.6136638703901163,448.91266915597953,323.8267491416773,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.95-beta2-0.999-seed44
36,packed8-awc-lr0.0056-beta1-0.975-beta2-0.95-seed42,2318595_36,0.0056,0.975,0.95,42,3.730509665972189,434.7779951700941,311.314730110229,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.95-seed42
37,packed8-awc-lr0.0056-beta1-0.975-beta2-0.95-seed43,2318595_37,0.0056,0.975,0.95,43,3.724095897832409,448.5932966780383,320.6884826286696,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.95-seed43
38,packed8-awc-lr0.0056-beta1-0.975-beta2-0.95-seed44,2318595_38,0.0056,0.975,0.95,44,3.7349465861454907,444.68424496403895,318.2741845061537,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.95-seed44
39,packed8-awc-lr0.0056-beta1-0.975-beta2-0.98-seed42,2318595_39,0.0056,0.975,0.98,42,3.7074841174687276,449.63491464592516,321.90727286576293,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.98-seed42
40,packed8-awc-lr0.0056-beta1-0.975-beta2-0.98-seed43,2318595_40,0.0056,0.975,0.98,43,3.6838325005697947,449.084916790016,321.7062282424886,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.98-seed43
41,packed8-awc-lr0.0056-beta1-0.975-beta2-0.98-seed44,2318595_41,0.0056,0.975,0.98,44,3.6905097595572016,444.16587858390994,318.4654934355058,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.98-seed44
42,packed8-awc-lr0.0056-beta1-0.975-beta2-0.99-seed42,2318595_42,0.0056,0.975,0.99,42,3.675168331799284,447.38633228698745,322.8212644397281,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.99-seed42
43,packed8-awc-lr0.0056-beta1-0.975-beta2-0.99-seed43,2318595_43,0.0056,0.975,0.99,43,3.6674859520882244,441.32586046191864,317.986021931516,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.99-seed43
44,packed8-awc-lr0.0056-beta1-0.975-beta2-0.99-seed44,2318595_44,0.0056,0.975,0.99,44,3.6726632830034696,447.7335679869866,322.8666098503163,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.99-seed44
45,packed8-awc-lr0.0056-beta1-0.975-beta2-0.999-seed42,2318595_45,0.0056,0.975,0.999,42,3.671399639025705,446.1337507499993,319.7883976458688,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.999-seed42
46,packed8-awc-lr0.0056-beta1-0.975-beta2-0.999-seed43,2318595_46,0.0056,0.975,0.999,43,3.6680154848206246,445.2066328380024,319.0492082198616,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.999-seed43
47,packed8-awc-lr0.0056-beta1-0.975-beta2-0.999-seed44,2318595_47,0.0056,0.975,0.999,44,3.6564569928031165,447.35596028598957,320.32516779901925,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.0056-beta1-0.975-beta2-0.999-seed44
48,packed8-awc-lr0.008-beta1-0.9-beta2-0.95-seed42,2318595_48,0.008,0.9,0.95,42,3.6843893060202784,448.5980269439751,323.6238834413234,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.95-seed42
49,packed8-awc-lr0.008-beta1-0.9-beta2-0.95-seed43,2318595_49,0.008,0.9,0.95,43,3.691639483940624,445.977970225038,319.824894300662,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.95-seed43
50,packed8-awc-lr0.008-beta1-0.9-beta2-0.95-seed44,2318595_50,0.008,0.9,0.95,44,3.68853157901544,443.41096082201693,320.4098139478883,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.95-seed44
51,packed8-awc-lr0.008-beta1-0.9-beta2-0.98-seed42,2318595_51,0.008,0.9,0.98,42,3.6228848786943564,442.3501480879495,314.246372660622,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.98-seed42
52,packed8-awc-lr0.008-beta1-0.9-beta2-0.98-seed43,2318595_52,0.008,0.9,0.98,43,3.647541347459769,438.66159907192923,313.4499813921284,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.98-seed43
53,packed8-awc-lr0.008-beta1-0.9-beta2-0.98-seed44,2318595_53,0.008,0.9,0.98,44,3.654063865227123,450.02727739699185,322.67774580349214,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.98-seed44
54,packed8-awc-lr0.008-beta1-0.9-beta2-0.99-seed42,2318595_54,0.008,0.9,0.99,42,3.624733646218002,441.8380987009732,315.8216439993121,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.99-seed42
55,packed8-awc-lr0.008-beta1-0.9-beta2-0.99-seed43,2318595_55,0.008,0.9,0.99,43,3.643995053963449,442.28061722090933,315.69196452992037,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.99-seed43
56,packed8-awc-lr0.008-beta1-0.9-beta2-0.99-seed44,2318595_56,0.008,0.9,0.99,44,3.6353677288917643,450.2100021300139,322.6385698108934,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.99-seed44
57,packed8-awc-lr0.008-beta1-0.9-beta2-0.999-seed42,2318595_57,0.008,0.9,0.999,42,3.613941130418925,445.52113702206407,321.4981950063957,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.999-seed42
58,packed8-awc-lr0.008-beta1-0.9-beta2-0.999-seed43,2318595_58,0.008,0.9,0.999,43,3.6173024805666922,436.35008979495615,312.63431245286483,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.999-seed43
59,packed8-awc-lr0.008-beta1-0.9-beta2-0.999-seed44,2318595_59,0.008,0.9,0.999,44,3.6401126828117834,445.7447520439746,318.96371973247733,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.9-beta2-0.999-seed44
60,packed8-awc-lr0.008-beta1-0.925-beta2-0.95-seed42,2318595_60,0.008,0.925,0.95,42,3.6678335739512296,441.86413086694665,316.6182481108699,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.95-seed42
61,packed8-awc-lr0.008-beta1-0.925-beta2-0.95-seed43,2318595_61,0.008,0.925,0.95,43,3.665083425938268,453.7744194959523,323.0749912443571,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.95-seed43
62,packed8-awc-lr0.008-beta1-0.925-beta2-0.95-seed44,2318595_62,0.008,0.925,0.95,44,3.669131664694606,434.5531588139711,311.38739712990355,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.95-seed44
63,packed8-awc-lr0.008-beta1-0.925-beta2-0.98-seed42,2318595_63,0.008,0.925,0.98,42,3.63092631085421,447.5425791280577,321.9783481833292,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.98-seed42
64,packed8-awc-lr0.008-beta1-0.925-beta2-0.98-seed43,2318595_64,0.008,0.925,0.98,43,3.6315846885871994,443.57732157898135,315.80826190591324,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.98-seed43
65,packed8-awc-lr0.008-beta1-0.925-beta2-0.98-seed44,2318595_65,0.008,0.925,0.98,44,3.6373966996654135,446.7282285108231,320.50464428262785,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.98-seed44
66,packed8-awc-lr0.008-beta1-0.925-beta2-0.99-seed42,2318595_66,0.008,0.925,0.99,42,3.6255770630743585,445.8260452330578,319.76576444273815,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.99-seed42
67,packed8-awc-lr0.008-beta1-0.925-beta2-0.99-seed43,2318595_67,0.008,0.925,0.99,43,3.6152704564763454,443.99798989784904,316.84593447693624,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.99-seed43
68,packed8-awc-lr0.008-beta1-0.925-beta2-0.99-seed44,2318595_68,0.008,0.925,0.99,44,3.6097132870111555,445.05681301583536,321.1925498468336,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.99-seed44
69,packed8-awc-lr0.008-beta1-0.925-beta2-0.999-seed42,2318595_69,0.008,0.925,0.999,42,3.6201902180846854,441.72967643500306,318.5075848782435,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.999-seed42
70,packed8-awc-lr0.008-beta1-0.925-beta2-0.999-seed43,2318595_70,0.008,0.925,0.999,43,3.6239597550741265,448.26946689595934,323.42842541786376,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.999-seed43
71,packed8-awc-lr0.008-beta1-0.925-beta2-0.999-seed44,2318595_71,0.008,0.925,0.999,44,3.6101801263431392,444.2324046190042,317.9952893190057,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.925-beta2-0.999-seed44
72,packed8-awc-lr0.008-beta1-0.95-beta2-0.95-seed42,2318595_72,0.008,0.95,0.95,42,3.659406625374416,443.21961215196643,317.1444152414333,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.95-seed42
73,packed8-awc-lr0.008-beta1-0.95-beta2-0.95-seed43,2318595_73,0.008,0.95,0.95,43,3.6589525939936074,443.459838751005,316.6518215016695,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.95-seed43
74,packed8-awc-lr0.008-beta1-0.95-beta2-0.95-seed44,2318595_74,0.008,0.95,0.95,44,3.6701934528692886,590.7269887439907,454.640081953723,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.95-seed44
75,packed8-awc-lr0.008-beta1-0.95-beta2-0.98-seed42,2318595_75,0.008,0.95,0.98,42,3.6254158898571376,456.44344874098897,324.3305777204223,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.98-seed42
76,packed8-awc-lr0.008-beta1-0.95-beta2-0.98-seed43,2318595_76,0.008,0.95,0.98,43,3.6333913731960386,452.113754477934,320.93347427854314,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.98-seed43
77,packed8-awc-lr0.008-beta1-0.95-beta2-0.98-seed44,2318595_77,0.008,0.95,0.98,44,3.6298470189143015,445.40675757906865,319.20287792081945,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.98-seed44
78,packed8-awc-lr0.008-beta1-0.95-beta2-0.99-seed42,2318595_78,0.008,0.95,0.99,42,3.619667674771523,442.4820953310118,315.9405087859486,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.99-seed42
79,packed8-awc-lr0.008-beta1-0.95-beta2-0.99-seed43,2318595_79,0.008,0.95,0.99,43,3.6246396199023456,446.2135391449556,322.24155636760406,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.99-seed43
80,packed8-awc-lr0.008-beta1-0.95-beta2-0.99-seed44,2318595_80,0.008,0.95,0.99,44,3.614502821341246,443.3525265249191,318.28881131403614,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.99-seed44
81,packed8-awc-lr0.008-beta1-0.95-beta2-0.999-seed42,2318595_81,0.008,0.95,0.999,42,3.606616257754961,446.269077637,318.617358073825,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.999-seed42
82,packed8-awc-lr0.008-beta1-0.95-beta2-0.999-seed43,2318595_82,0.008,0.95,0.999,43,3.6096193630670372,442.9125581718981,316.7243046911899,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.999-seed43
83,packed8-awc-lr0.008-beta1-0.95-beta2-0.999-seed44,2318595_83,0.008,0.95,0.999,44,3.614126716127729,448.5831820080057,321.7370159557322,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.95-beta2-0.999-seed44
84,packed8-awc-lr0.008-beta1-0.975-beta2-0.95-seed42,2318595_84,0.008,0.975,0.95,42,3.726415469590473,447.2036897270009,321.8545639134245,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.95-seed42
85,packed8-awc-lr0.008-beta1-0.975-beta2-0.95-seed43,2318595_85,0.008,0.975,0.95,43,3.714441525902441,455.02614060696214,320.15057678730227,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.95-seed43
86,packed8-awc-lr0.008-beta1-0.975-beta2-0.95-seed44,2318595_86,0.008,0.975,0.95,44,3.7276454859892816,449.90648764395155,324.56744489993434,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.95-seed44
87,packed8-awc-lr0.008-beta1-0.975-beta2-0.98-seed42,2318595_87,0.008,0.975,0.98,42,3.672605040286346,446.4631255089771,320.0101061936002,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.98-seed42
88,packed8-awc-lr0.008-beta1-0.975-beta2-0.98-seed43,2318595_88,0.008,0.975,0.98,43,3.6923052646947814,450.6364423490595,318.7350654117763,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.98-seed43
89,packed8-awc-lr0.008-beta1-0.975-beta2-0.98-seed44,2318595_89,0.008,0.975,0.98,44,3.6763580385645422,447.0997399908956,321.04239986022003,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.98-seed44
90,packed8-awc-lr0.008-beta1-0.975-beta2-0.99-seed42,2318595_90,0.008,0.975,0.99,42,3.6646348979199086,445.884504836984,319.2050354043022,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.99-seed42
91,packed8-awc-lr0.008-beta1-0.975-beta2-0.99-seed43,2318595_91,0.008,0.975,0.99,43,3.6633600313234727,452.0636135960085,326.18816941883415,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.99-seed43
92,packed8-awc-lr0.008-beta1-0.975-beta2-0.99-seed44,2318595_92,0.008,0.975,0.99,44,3.6746681705043946,445.14182969099784,319.8406051910424,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.99-seed44
93,packed8-awc-lr0.008-beta1-0.975-beta2-0.999-seed42,2318595_93,0.008,0.975,0.999,42,3.670724309717123,442.8017122129677,318.7045088999439,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.999-seed42
94,packed8-awc-lr0.008-beta1-0.975-beta2-0.999-seed43,2318595_94,0.008,0.975,0.999,43,3.6619913134375697,446.47384435508866,321.8767242830945,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.999-seed43
95,packed8-awc-lr0.008-beta1-0.975-beta2-0.999-seed44,2318595_95,0.008,0.975,0.999,44,3.6658095147850998,445.53503450390417,320.9089667425724,64679488512,runs/packed8-awc-20m-batch128k-20260912/experiments/packed8-awc-lr0.008-beta1-0.975-beta2-0.999-seed44
