lr,beta2,awc_mean,awc_std,atc_mean,atc_std,difference_atc_minus_awc
0.0056,0.99,3.6043430756377886,0.007428453322739177,3.595505878186838,0.003220799589032834,-0.008837197450950462
0.008,0.99,3.6082604821742534,0.00851520894437481,3.629706213930065,0.022798424179150078,0.021445731755811437
0.004,0.99,3.6088846970117245,0.001868428321007197,3.6031394418762224,0.005687114045192816,-0.00574525513550217
0.0024,0.99,3.641324334999367,0.004075786438630003,3.6389422356284813,0.004436610950794445,-0.0023820993708856264
0.0112,0.99,3.7355412468236486,0.023741125893487248,3.7650670710456904,0.038261278838883875,0.029525824222041752
0.016,0.99,4.0934334399660015,0.09677623840253884,4.091881343527775,0.07468709335674455,-0.0015520964382265134
