step,epoch,tokens,lr,mixing_step,gamma
9280,30,303611904,0.0012087681569594767,9279,0.07743131273757776
9300,30,304267264,0.0012001964672225085,9299,0.07633703524655716
9320,30,304922624,0.0011916653890132374,9319,0.07525567445866829
9340,30,305577984,0.001183175162961798,9339,0.07418715038693355
9360,30,306216960,0.0011749367541875942,9359,0.07315762194058607
9380,31,306872320,0.001166527913582285,9379,0.07211421353802723
9400,31,307527680,0.0011581606341699328,9399,0.0710834011035258
9420,31,308183040,0.0011498351519605167,9419,0.07006510282529116
9440,31,308838400,0.00114155170178507,9439,0.0690592364692651
9460,31,309493760,0.0011333105172890569,9459,0.06806571939396037
9480,31,310149120,0.001125111830925785,9479,0.06708446856531672
9500,31,310804480,0.0011169558739498476,9499,0.066115400571573
9520,31,311459840,0.001108842876410595,9519,0.06515843163815273
9540,31,312115200,0.001100773067145658,9539,0.06421347764256431
9560,31,312770560,0.001092746673774481,9559,0.06328045412930886
9580,31,313425920,0.0010847639226919086,9579,0.06235927632479884
9600,31,314081280,0.0010768250390617972,9599,0.061449859152282925
9620,31,314736640,0.0010689302468106674,9619,0.0605521172467762
9640,31,315392000,0.0010610797686213798,9639,0.05966596496999235
9660,31,316047360,0.0010532738259268657,9659,0.05879131642527972
9672,31,316424192,0.0010488056607330938,9671,0.058293569075805116
9680,32,316686336,0.0010457061213606496,9679,0.057949527786991244
9700,32,317341696,0.0010379887819010288,9699,0.05709734583144475
9720,32,317997056,0.0010303166292474366,9719,0.05625641068418152
9740,32,318652416,0.0010226898798028957,9739,0.05542663556917845
9760,32,319307776,0.001015108748689777,9759,0.05460793352630354
9780,32,319963136,0.0010075734497437244,9779,0.05380021742621977
9800,32,320618496,0.0010000841955076262,9799,0.05300339998527885
9820,32,321273856,0.0009926411972256198,9819,0.05221739378040117
9840,32,321929216,0.0009852446648371351,9839,0.051442111263941145
9860,32,322584576,0.000977894806970968,9859,0.050677464778534964
9880,32,323239936,0.0009705918309394021,9879,0.04992336657193089
9900,32,323895296,0.0009633359427323559,9899,0.04917972881179777
9920,32,324550656,0.0009561273470115758,9919,0.0484464636005123
9940,32,325206016,0.0009489662471048608,9939,0.04772348298992152
9960,32,325861376,0.000941852845000331,9959,0.047010698996080104
9980,32,326516736,0.0009347873413407276,9979,0.04630802361395929
9984,32,326631424,0.000933555817635007,9983,0.04618608815339624
10000,33,327155712,0.0009279447827837444,9999,0.04563256378172908
10020,33,327811072,0.0009209744627392326,10019,0.044949594354454475
10040,33,328466432,0.0009140526300415203,10039,0.04427647174306537
10060,33,329121792,0.0009071794799298853,10059,0.04361310800356196
10080,33,329777152,0.0009003552062704483,10079,0.042959415243566
10100,33,330432512,0.0008935800015507051,10099,0.04231530563682737
10120,33,331087872,0.0008868540568741021,10119,0.04168069143769117
10140,33,331743232,0.0008801775619546387,10139,0.04105548499552149
10160,33,332398592,0.0008735507051115214,10159,0.040439598769082985
10180,33,333053952,0.0008669736732638505,10179,0.03983294534087638
10200,33,333709312,0.0008604466519253472,10199,0.03923543743142688
10220,33,334364672,0.0008539698251991195,10219,0.03864698791352377
10240,33,335020032,0.0008475433757724752,10239,0.038067509826409954
10260,33,335675392,0.0008411674849117619,10259,0.03749691638991824
10280,33,336330752,0.0008348423324572571,10279,0.03693512101855427
10296,33,336838656,0.0008299753513750226,10295,0.036505726061860394
10300,34,336969728,0.0008287243307375006,10299,0.036395758945625196
10320,34,337625088,0.0008224999093966347,10319,0.035851086206581936
10340,34,338280448,0.0008163267530051793,10339,0.03531495522914673
10360,34,338935808,0.0008102050356850233,10359,0.0347872803397754
10380,34,339591168,0.0008041349301071499,10379,0.03426797612879678
10400,34,340246528,0.0007981166074867677,10399,0.033756957464137434
10420,34,340901888,0.0007921502375784791,10419,0.03325413950498035
10440,34,341557248,0.0007862359886714906,10439,0.03275943771535617
10460,34,342212608,0.000780374027584872,10459,0.03227276787766604
10480,34,342867968,0.0007745645196628444,10479,0.031794046106132616
10500,34,343523328,0.0007688076287701209,10499,0.031323188860179686
10520,34,344178688,0.0007631035172872808,10519,0.03086011295773713
10540,34,344834048,0.0007574523461061952,10539,0.03040473558847094
10560,34,345489408,0.000751854274625482,10559,0.029956974326935303
10580,34,346144768,0.0007463094607460148,10579,0.029516747145646532
10600,34,346800128,0.0007408180608664669,10599,0.029083972428076345
10608,34,347045888,0.0007387725883703439,10607,0.02892358666194678
10620,35,347439104,0.0007355155215489628,10619,0.028669114879213958
10640,35,348094464,0.0007301300679204502,10639,0.028250820665547245
10660,35,348749824,0.0007247984846526345,10659,0.027839738662525523
10680,35,349405184,0.0007195209221297428,10679,0.02743578901400745
10700,35,350060544,0.0007142975292122771,10699,0.027038892338200567
10720,35,350715904,0.0007091284532328149,10719,0.02664896974014201
10740,35,351371264,0.0007040138399918545,10739,0.02626594282408827
10760,35,352026624,0.0006989538337537024,10759,0.02588973370581229
10780,35,352681984,0.0006939485772424025,10779,0.025520265024806307
10800,35,353337344,0.0006889982116377126,10799,0.025157459956389454
10820,35,353992704,0.0006841028765711204,10819,0.024801242223718076
10840,35,354648064,0.0006792627101219064,10839,0.024451536109697764
10860,35,355303424,0.000674477848813248,10859,0.024108266468795315
10880,35,355958784,0.0006697484276083708,10879,0.023771358738749575
10900,35,356614144,0.000665074579906739,10899,0.023440738952179286
10920,35,357253120,0.0006605712111423086,10919,0.023124368722899923
10940,36,357908480,0.0006560075069069297,10939,0.022805952693622206
10960,36,358563840,0.0006514997637553018,10959,0.022493608184561857
10980,36,359219200,0.0006470481088341725,10979,0.02218726370569177
11000,36,359874560,0.0006426526677082476,10999,0.02188684841803943
11020,36,360529920,0.0006383135643566491,11019,0.021592292144652317
11040,36,361185280,0.0006340309211694207,11039,0.021303525381451163
11060,36,361840640,0.0006298048589440725,11059,0.02102047930796934
11080,36,362496000,0.0006256354968821755,11079,0.02074308579797776
11100,36,363151360,0.0006215229525859995,11099,0.020471277429993495
11120,36,363806720,0.0006174673420551947,11119,0.020204987497671013
11140,36,364462080,0.0006134687796835204,11139,0.019944150020074745
11160,36,365117440,0.0006095273782556197,11159,0.019688699751832073
11180,36,365772800,0.0006056432489438359,11179,0.019438572193164753
11200,36,366428160,0.0006018165013050784,11199,0.019193703599798453
11220,36,367083520,0.000598047243277732,11219,0.018954030992748592
11232,36,367460352,0.0005959059933152532,11231,0.018818547842491994
11240,37,367722496,0.0005944276699373799,11239,0.018725293565049584
11260,37,368377856,0.0005907722646803387,11259,0.018495701036150038
11280,37,369033216,0.0005871746605517393,11279,0.018271121750224797
11300,37,369688576,0.0005836349590266763,11299,0.018051495864605194
11320,37,370343936,0.0005801532599470268,11319,0.01783676434872165
11340,37,370999296,0.0005767296615186325,11339,0.01762686899312763
11360,37,371654656,0.0005733642603085315,11359,0.01742175241839241
11380,37,372310016,0.0005700571512422339,11379,0.01722135808386128
11400,37,372965376,0.0005668084276010437,11399,0.017025630296282217
11420,37,373620736,0.0005636181810194285,11419,0.016834514218298118
11440,37,374276096,0.0005604865014824342,11439,0.016647955876803393
11460,37,374931456,0.0005574134773231481,11459,0.016465902171164108
11480,37,375586816,0.0005543991952202055,11479,0.016288300881300385
11500,37,376242176,0.0005514437401953461,11499,0.016115100675630465
11520,37,376897536,0.0005485471956110154,11519,0.015946251118875224
11540,37,377552896,0.0005457096431680133,11539,0.01578170267972226
11544,37,377667584,0.0005452191426114935,11543,0.015753345273362536
11560,38,378191872,0.0005429999043354088,11559,0.01562536269419006
11580,38,378847232,0.0005402790949139267,11579,0.015469167003661886
11600,38,379502592,0.0005376175108462866,11599,0.015317130493141881
11620,38,380157952,0.0005350152272059224,11619,0.01516920729757026
11640,38,380813312,0.0005324723173936218,11639,0.015025352491864742
11660,38,381468672,0.0005299888531354576,11659,0.014885522097727191
11680,38,382124032,0.000527564904480763,11679,0.014749673090303622
11700,38,382779392,0.0005252005398001562,11699,0.014617763404697044
11720,38,383434752,0.0005228958257836124,11719,0.014489751942332244
11740,38,384090112,0.0005206508274385822,11739,0.014365598577171694
11760,38,384745472,0.0005184656080881581,11759,0.014245264161781969
11780,38,385400832,0.000516340229369289,11779,0.01412871053324982
11800,38,386056192,0.0005142747512310402,11799,0.014015900518947246
11820,38,386711552,0.0005122692319329042,11819,0.013906797942144932
11840,38,387366912,0.0005103237280431562,11839,0.013801367627473247
11856,38,387874816,0.0005088572768505342,11855,0.013722163186197145
11860,39,388005888,0.0005084846977406409,11859,0.013702076140616306
11880,39,388661248,0.0005066578838785314,11879,0.013603799128459566
11900,39,389316608,0.0005048912437001662,11899,0.013509095703863648
11920,39,389971968,0.0005031848270359246,11919,0.013417934722838663
11940,39,390627328,0.0005015386820175037,11939,0.01333028606763645
11960,39,391282688,0.0004999528550765607,11959,0.013246120651288228
11980,39,391938048,0.0004984273909434032,11979,0.013165410421985687
12000,39,392593408,0.0004969623326457271,11999,0.013088128367304953
12020,39,393248768,0.0004955577215074038,12019,0.013014248518273071
12040,39,393904128,0.0004942135971473137,12039,0.012943745953276334
12060,39,394559488,0.0004929299974782293,12059,0.012876596801810134
12080,39,395214848,0.0004917069587057452,12079,0.01281277824806974
12100,39,395870208,0.0004905445153272583,12099,0.012752268534381833
12120,39,396525568,0.0004894427001309924,12119,0.012695046964475954
12140,39,397180928,0.0004884015441950758,12139,0.012641093906595999
12160,39,397836288,0.00048742107688666314,12159,0.012590390796450947
12168,39,398082048,0.0004870690536318956,12167,0.012572211402547976
12180,40,398475264,0.000486523579445377,12179,0.012544067644849425
12200,40,399130624,0.00048566305178737734,12199,0.012499732811645346
12220,40,399785984,0.00048486328999961485,12219,0.012458599035705615
12240,40,400441344,0.00048412431664040904,12239,0.012420652021915344
12260,40,401096704,0.00048344615255346276,12259,0.01238587855490643
12280,40,401752064,0.0004828288168672743,12279,0.012354266501042089
12300,40,402407424,0.00048227232699459856,12299,0.012325804810238778
12320,40,403062784,0.00048177669863195405,12319,0.012300483517625088
12340,40,403718144,0.0004813419457591827,12339,0.012278293745037817
12360,40,404373504,0.0004809680806390535,12359,0.012259227702354523
12380,40,405028864,0.0004806551138169175,12379,0.012243278688662854
12400,40,405684224,0.00048040305412041,12399,0.012230441093266216
12420,40,406339584,0.00048021190865920216,12419,0.012220710396525862
12440,40,406994944,0.00048008168282479994,12439,0.012214083170539108
12460,40,407650304,0.0004800123802903917,12459,0.01221055707965373
12473,40,408068096,0.00047999999999999996,12472,0.01220992722801141
