epoch,step,category,level,group,numel,pair_count,cosine_valid_pairs,cosine_mean,cosine_std,cosine_min,cosine_max,relative_l2_valid_pairs,relative_l2_mean,relative_l2_std,relative_l2_min,relative_l2_max
8,2496,first_moment,aggregate,all,20403520,6,6,0.03797658532857895,0.0037000346928834915,0.031029876321554184,0.04334887117147446,6,1.3872443437576294,0.002707304432988167,1.3832595348358154,1.3922673463821411
8,2496,second_moment,aggregate,all,20403520,6,6,0.9979553818702698,0.0004177541995886713,0.9974403977394104,0.9987416863441467,6,0.06938398629426956,0.008838821202516556,0.0503067672252655,0.07805024087429047
8,2496,adam_direction,aggregate,all,20403520,6,6,0.019001981243491173,0.0022858534939587116,0.015779780223965645,0.022136704996228218,6,1.4008625745773315,0.0016532510053366423,1.3984798192977905,1.40303635597229
9,2808,weights,aggregate,all,20403520,6,6,0.999659538269043,0.00010670566553017125,0.9995723962783813,0.9998112916946411,6,0.025715047493577003,0.004415370523929596,0.019420461729168892,0.029244817793369293
9,2808,first_moment,aggregate,all,20403520,6,6,0.0359596349298954,0.005117971450090408,0.02890704944729805,0.04545662924647331,6,1.389115333557129,0.003950637765228748,1.381697654724121,1.3949098587036133
9,2808,second_moment,aggregate,all,20403520,6,6,0.9979398846626282,0.0002482289564795792,0.9974386096000671,0.9981691837310791,6,0.06812453269958496,0.003792577190324664,0.06326924264431,0.07451432943344116
9,2808,adam_direction,aggregate,all,20403520,6,6,0.01719491370022297,0.0021810512989759445,0.013192154467105865,0.01961801014840603,6,1.402213215827942,0.0014920500107109547,1.4004263877868652,1.4048696756362915
10,3120,weights,aggregate,all,20403520,6,6,0.9996909499168396,9.864028106676415e-05,0.9996162056922913,0.9998338222503662,6,0.024486316367983818,0.004294263664633036,0.018230324611067772,0.027710575610399246
10,3120,first_moment,aggregate,all,20403520,6,6,0.04563559964299202,0.0055455053225159645,0.034300703555345535,0.05104117467999458,6,1.381764531135559,0.0039778416976332664,1.3776897192001343,1.3899290561676025
10,3120,second_moment,aggregate,all,20403520,6,6,0.998320996761322,0.0003099311434198171,0.9978259205818176,0.9987932443618774,6,0.06015331670641899,0.006985262967646122,0.04917113482952118,0.0707690641283989
10,3120,adam_direction,aggregate,all,20403520,6,6,0.01733471266925335,0.0009043071768246591,0.01573372259736061,0.01836857758462429,6,1.402005672454834,0.0005926782032474875,1.401299238204956,1.4030641317367554
11,3432,weights,aggregate,all,20403520,6,6,0.9996810555458069,9.9224089353811e-05,0.9995998740196228,0.9998267292976379,6,0.02490311861038208,0.004235414322465658,0.01861993968486786,0.02829292230308056
11,3432,first_moment,aggregate,all,20403520,6,6,0.04376433417201042,0.0069722868502140045,0.03357245773077011,0.053839437663555145,6,1.383050799369812,0.005120587069541216,1.375722050666809,1.3905569314956665
11,3432,second_moment,aggregate,all,20403520,6,6,0.9983885288238525,0.00047389036626555026,0.9976993799209595,0.9988955855369568,6,0.06300703436136246,0.01062867697328329,0.0528937391936779,0.0823550894856453
11,3432,adam_direction,aggregate,all,20403520,6,6,0.01804499886929989,0.0011647955980151892,0.016707491129636765,0.01999036781489849,6,1.4017724990844727,0.0010550885926932096,1.4000110626220703,1.4032458066940308
12,3744,weights,aggregate,all,20403520,6,6,0.9996526837348938,0.00010131756425835192,0.9995770454406738,0.9998033046722412,6,0.026031769812107086,0.004125865641981363,0.019834840670228004,0.02908567152917385
12,3744,first_moment,aggregate,all,20403520,6,6,0.04923217371106148,0.0074286069720983505,0.036190181970596313,0.057376064360141754,6,1.3790192604064941,0.005362438503652811,1.3730583190917969,1.3883955478668213
12,3744,second_moment,aggregate,all,20403520,6,6,0.9982354044914246,0.0005275765433907509,0.997306764125824,0.9988585710525513,6,0.07012516260147095,0.016307424753904343,0.04884994029998779,0.10052795708179474
12,3744,adam_direction,aggregate,all,20403520,6,6,0.016149451956152916,0.0027652722783386707,0.012103736400604248,0.01974872313439846,6,1.4029860496520996,0.0019091044086962938,1.4002841711044312,1.4056497812271118
13,4056,weights,aggregate,all,20403520,6,6,0.9996023178100586,0.00011738176544895396,0.999494731426239,0.9997760057449341,6,0.02785043977200985,0.004443014040589333,0.021167026832699776,0.031791623681783676
13,4056,first_moment,aggregate,all,20403520,6,6,0.04726415500044823,0.010032194666564465,0.029385743662714958,0.061032723635435104,6,1.3850661516189575,0.009682146832346916,1.374472975730896,1.4024934768676758
13,4056,second_moment,aggregate,all,20403520,6,6,0.9980430006980896,0.0007175733335316181,0.9971475005149841,0.9988136291503906,6,0.07236690074205399,0.021064115688204765,0.04915192723274231,0.09532231092453003
13,4056,adam_direction,aggregate,all,20403520,6,6,0.01616157777607441,0.003332194173708558,0.012156632728874683,0.021718064323067665,6,1.4035543203353882,0.002984026912599802,1.3988031148910522,1.4073492288589478
14,4368,weights,aggregate,all,20403520,6,6,0.9995827078819275,0.00011666487262118608,0.9994887709617615,0.9997536540031433,6,0.028567805886268616,0.004309217445552349,0.022198397666215897,0.0319741927087307
14,4368,first_moment,aggregate,all,20403520,6,6,0.039143156260252,0.00467988895252347,0.031194059178233147,0.04641558602452278,6,1.3863086700439453,0.0034055912401527166,1.3810350894927979,1.392139196395874
14,4368,second_moment,aggregate,all,20403520,6,6,0.9979707598686218,0.0008613793179392815,0.9964994192123413,0.9988689422607422,6,0.07387881726026535,0.02167178876698017,0.049438998103141785,0.10132021456956863
14,4368,adam_direction,aggregate,all,20403520,6,6,0.01652546226978302,0.0014652768149971962,0.013934827409684658,0.018477244302630424,6,1.402860164642334,0.0012634412851184607,1.4010940790176392,1.4050294160842896
15,4680,weights,aggregate,all,20403520,6,6,0.999533474445343,0.0001272610097657889,0.9994407892227173,0.9997278451919556,6,0.030216069892048836,0.004449985921382904,0.023328203707933426,0.03343915939331055
15,4680,first_moment,aggregate,all,20403520,6,6,0.035792864859104156,0.007494328077882528,0.028489938005805016,0.04971076548099518,6,1.3895587921142578,0.005006556864827871,1.381097435951233,1.3947927951812744
15,4680,second_moment,aggregate,all,20403520,6,6,0.9987178444862366,0.00039386001299135387,0.9981567859649658,0.9992242455482483,6,0.05133597180247307,0.007190263364464045,0.04344790801405907,0.0622919537127018
15,4680,adam_direction,aggregate,all,20403520,6,6,0.016385039314627647,0.0023366427049040794,0.013428207486867905,0.02013939991593361,6,1.4027913808822632,0.0015986858634278178,1.4003854990005493,1.4049584865570068
16,4992,weights,aggregate,all,20403520,6,6,0.9995207190513611,0.00012503417383413762,0.999413788318634,0.9997063279151917,6,0.03066633641719818,0.004285239614546299,0.02423791214823723,0.03424248844385147
16,4992,first_moment,aggregate,all,20403520,6,6,0.042860254645347595,0.006405115593224764,0.03594294190406799,0.055013302713632584,6,1.3842324018478394,0.0046571712009608746,1.3755114078521729,1.3889626264572144
16,4992,second_moment,aggregate,all,20403520,6,6,0.9988048672676086,0.00028683769050985575,0.9985516667366028,0.9994038343429565,6,0.05080826207995415,0.006825745105743408,0.03603951260447502,0.05577323958277702
16,4992,adam_direction,aggregate,all,20403520,6,6,0.017215603962540627,0.0019179354421794415,0.014309970661997795,0.019458774477243423,6,1.4026522636413574,0.0015296293422579765,1.4008808135986328,1.4045253992080688
17,5304,weights,aggregate,all,20403520,6,6,0.9994581341743469,0.00013753154780715704,0.9993550777435303,0.9996592402458191,6,0.032621804624795914,0.0044295587576925755,0.026107389479875565,0.03591512516140938
17,5304,first_moment,aggregate,all,20403520,6,6,0.0511593259871006,0.004896356724202633,0.043300826102495193,0.05948859080672264,6,1.3775991201400757,0.0035597539972513914,1.371563196182251,1.383316993713379
17,5304,second_moment,aggregate,all,20403520,6,6,0.9988146424293518,0.0005041543627157807,0.9980139136314392,0.9993592500686646,6,0.05304637551307678,0.010586018674075603,0.03991343453526497,0.0721486359834671
17,5304,adam_direction,aggregate,all,20403520,6,6,0.017856551334261894,0.0022662212140858173,0.015370727516710758,0.021906539797782898,6,1.4018388986587524,0.0014018143992871046,1.3995298147201538,1.403335452079773
18,5616,weights,aggregate,all,20403520,6,6,0.9993833899497986,0.00015040324069559574,0.999239981174469,0.9996129870414734,6,0.03482905402779579,0.0045150830410420895,0.02782166749238968,0.038987308740615845
18,5616,first_moment,aggregate,all,20403520,6,6,0.04361949488520622,0.007145775947719812,0.03406105563044548,0.05332345888018608,6,1.3900628089904785,0.011648622341454029,1.375993013381958,1.4040645360946655
18,5616,second_moment,aggregate,all,20403520,6,6,0.9987303614616394,0.0001963121903827414,0.9984856843948364,0.9991101026535034,6,0.05877992883324623,0.008033337071537971,0.050345756113529205,0.07483872026205063
18,5616,adam_direction,aggregate,all,20403520,6,6,0.01599608175456524,0.0025723250582814217,0.012544375844299793,0.020099539309740067,6,1.404544711112976,0.0029296353459358215,1.3999841213226318,1.4084323644638062
19,5928,weights,aggregate,all,20403520,6,6,0.999356746673584,0.00014905173156876117,0.999245822429657,0.9995713829994202,6,0.03559945896267891,0.004377102944999933,0.02927407994866371,0.03883549943566322
19,5928,first_moment,aggregate,all,20403520,6,6,0.052106261253356934,0.006034990772604942,0.04157667234539986,0.060817379504442215,6,1.3769268989562988,0.004404430277645588,1.370542287826538,1.3845926523208618
19,5928,second_moment,aggregate,all,20403520,6,6,0.9987638592720032,0.0002762639196589589,0.9982725977897644,0.9991227984428406,6,0.059042129665613174,0.01253181416541338,0.04247180372476578,0.07610844820737839
19,5928,adam_direction,aggregate,all,20403520,6,6,0.020357953384518623,0.003091648919507861,0.016258984804153442,0.026029463857412338,6,1.3999642133712769,0.002286231843754649,1.3957401514053345,1.4031087160110474
20,6240,weights,aggregate,all,20403520,6,6,0.9992074966430664,0.0001787747023627162,0.9990525841712952,0.9994886517524719,6,0.039530616253614426,0.004721471108496189,0.031980425119400024,0.043526653200387955
20,6240,first_moment,aggregate,all,20403520,6,6,0.036612074822187424,0.005194386001676321,0.025859765708446503,0.04223160073161125,6,1.3897448778152466,0.0036969645880162716,1.3840928077697754,1.3963451385498047
20,6240,second_moment,aggregate,all,20403520,6,6,0.9988222718238831,0.00022551596339326352,0.9985693693161011,0.9992747902870178,6,0.053647201508283615,0.008089464157819748,0.038405001163482666,0.06451935321092606
20,6240,adam_direction,aggregate,all,20403520,6,6,0.015798065811395645,0.0014682617038488388,0.013792642392218113,0.01760236546397209,6,1.404187798500061,0.001470270100980997,1.4018580913543701,1.4060156345367432
21,6552,weights,aggregate,all,20403520,6,6,0.999167263507843,0.00018256167822983116,0.99901282787323,0.9994348287582397,6,0.040539707988500595,0.0046895937994122505,0.033622339367866516,0.04443202167749405
21,6552,first_moment,aggregate,all,20403520,6,6,0.05503818392753601,0.00666564516723156,0.04522294923663139,0.06329265981912613,6,1.374766230583191,0.004838190507143736,1.368764877319336,1.3818811178207397
21,6552,second_moment,aggregate,all,20403520,6,6,0.9981880187988281,0.000855190388392657,0.9966700077056885,0.9991987943649292,6,0.0640680342912674,0.015422116033732891,0.04780760779976845,0.09205564856529236
21,6552,adam_direction,aggregate,all,20403520,6,6,0.018721215426921844,0.0014807237312197685,0.01672169379889965,0.02024761028587818,6,1.4010637998580933,0.0009699350921437144,1.3999258279800415,1.402417778968811
22,6864,weights,aggregate,all,20403520,6,6,0.9990827441215515,0.00018971280951518565,0.9989383816719055,0.9993531703948975,6,0.04257975518703461,0.004631838295608759,0.03596634790301323,0.04607713595032692
22,6864,first_moment,aggregate,all,20403520,6,6,0.03994547203183174,0.011977070942521095,0.0242118239402771,0.05920091271400452,6,1.3857427835464478,0.00862443819642067,1.3718852996826172,1.3970650434494019
22,6864,second_moment,aggregate,all,20403520,6,6,0.9968666434288025,0.0014029501471668482,0.9951409101486206,0.9992085695266724,6,0.07835044711828232,0.019751964136958122,0.04048590734601021,0.10062354803085327
22,6864,adam_direction,aggregate,all,20403520,6,6,0.018579572439193726,0.0040379539132118225,0.01583210378885269,0.027354633435606956,6,1.401099681854248,0.0028255984652787447,1.3949841260910034,1.4030616283416748
23,7176,weights,aggregate,all,20403520,6,6,0.9989601969718933,0.0002038870006799698,0.998796820640564,0.9992498755455017,6,0.045362140983343124,0.004662789404392242,0.038729533553123474,0.0490545891225338
23,7176,first_moment,aggregate,all,20403520,6,6,0.04299585148692131,0.010112889111042023,0.02876434102654457,0.05745060741901398,6,1.383689045906067,0.007233940530568361,1.3735527992248535,1.3941140174865723
23,7176,second_moment,aggregate,all,20403520,6,6,0.9981145262718201,0.00040404897299595177,0.997402548789978,0.9985767602920532,6,0.06189083680510521,0.006207612808793783,0.05350376293063164,0.0721321627497673
23,7176,adam_direction,aggregate,all,20403520,6,6,0.017588863149285316,0.0012679087230935693,0.015392201021313667,0.01956200785934925,6,1.4018521308898926,0.0008634483674541116,1.4006212949752808,1.4033784866333008
24,7488,weights,aggregate,all,20403520,6,6,0.9988132119178772,0.0002236041909782216,0.9986352920532227,0.9991437792778015,6,0.04848470166325569,0.0047763739712536335,0.041380997747182846,0.05224200338125229
24,7488,first_moment,aggregate,all,20403520,6,6,0.04901094362139702,0.009705261327326298,0.03936310485005379,0.06614519655704498,6,1.3791249990463257,0.007055443245917559,1.3666417598724365,1.3861442804336548
24,7488,second_moment,aggregate,all,20403520,6,6,0.9988566040992737,0.00013110332656651735,0.9986801743507385,0.9990453720092773,6,0.05265394225716591,0.005177832208573818,0.04653223603963852,0.06077272444963455
24,7488,adam_direction,aggregate,all,20403520,6,6,0.01872517727315426,0.002523100236430764,0.016587000340223312,0.022963983938097954,6,1.4009383916854858,0.0018177239689975977,1.397886037826538,1.4024815559387207
25,7800,weights,aggregate,all,20403520,6,6,0.9985966682434082,0.00025127152912318707,0.9983606934547424,0.9989510774612427,6,0.05274827778339386,0.004900370724499226,0.045803748071193695,0.05725759267807007
25,7800,first_moment,aggregate,all,20403520,6,6,0.04403043910861015,0.012404503300786018,0.027322078123688698,0.05876242741942406,6,1.3827357292175293,0.008964944630861282,1.372044563293457,1.3948025703430176
25,7800,second_moment,aggregate,all,20403520,6,6,0.9990771412849426,0.00041355800931341946,0.9984192252159119,0.9994842410087585,6,0.04548858106136322,0.0081507358700037,0.0370953194797039,0.056785836815834045
25,7800,adam_direction,aggregate,all,20403520,6,6,0.015492796897888184,0.0014685807982459664,0.013324295170605183,0.017749778926372528,6,1.4038954973220825,0.0007827337831258774,1.4027565717697144,1.4048346281051636
26,8112,weights,aggregate,all,20403520,6,6,0.9985669255256653,0.00024358686641789973,0.9983506798744202,0.9989207983016968,6,0.053328100591897964,0.004708912689238787,0.046456899493932724,0.057434458285570145
26,8112,first_moment,aggregate,all,20403520,6,6,0.03647986426949501,0.006487150676548481,0.027244646102190018,0.04473331570625305,6,1.3883062601089478,0.004625637084245682,1.3824920654296875,1.3948243856430054
26,8112,second_moment,aggregate,all,20403520,6,6,0.9992830157279968,0.00019702631107065827,0.9989367127418518,0.9995725154876709,6,0.03940485790371895,0.004918198101222515,0.0308383759111166,0.046306729316711426
26,8112,adam_direction,aggregate,all,20403520,6,6,0.017353205010294914,0.0012565336655825377,0.015690123662352562,0.019308967515826225,6,1.4020166397094727,0.0009838978294283152,1.4005306959152222,1.4034082889556885
27,8424,weights,aggregate,all,20403520,6,6,0.998346745967865,0.00026521013933233917,0.9981483817100525,0.9987423419952393,6,0.057304635643959045,0.004769780673086643,0.05015188828110695,0.060855064541101456
27,8424,first_moment,aggregate,all,20403520,6,6,0.04589904472231865,0.009455470368266106,0.034083012491464615,0.057879477739334106,6,1.3814846277236938,0.0067844088189303875,1.3727596998214722,1.3900010585784912
27,8424,second_moment,aggregate,all,20403520,6,6,0.9986725449562073,0.0005828661378473043,0.9976107478141785,0.9991370439529419,6,0.055530041456222534,0.008299249224364758,0.04572175070643425,0.06915858387947083
27,8424,adam_direction,aggregate,all,20403520,6,6,0.020187119022011757,0.005209410097450018,0.01722310483455658,0.0317818783223629,6,1.4004415273666382,0.003848157124593854,1.391972303390503,1.403397798538208
28,8736,weights,aggregate,all,20403520,6,6,0.9980539679527283,0.00031387933995574713,0.9977169632911682,0.9984850287437439,6,0.062172845005989075,0.005152914207428694,0.0550435446202755,0.06757203489542007
28,8736,first_moment,aggregate,all,20403520,6,6,0.03669428080320358,0.004424390383064747,0.029443852603435516,0.044683314859867096,6,1.3881654739379883,0.0031590117141604424,1.3823823928833008,1.3932381868362427
28,8736,second_moment,aggregate,all,20403520,6,6,0.998380720615387,0.0005985992029309273,0.9971897602081299,0.9990800619125366,6,0.06377286463975906,0.011792166158556938,0.05224556475877762,0.0841408222913742
28,8736,adam_direction,aggregate,all,20403520,6,6,0.014112819917500019,0.0013597740326076746,0.012009247206151485,0.016062991693615913,6,1.4043655395507812,0.0010674529476091266,1.4029617309570312,1.406189203262329
29,9048,weights,aggregate,all,20403520,6,6,0.9980632662773132,0.00027114173281006515,0.997856616973877,0.9984889626502991,6,0.06207408383488655,0.004487263970077038,0.054974716156721115,0.06547410786151886
29,9048,first_moment,aggregate,all,20403520,6,6,0.03190302103757858,0.007566933520138264,0.01972683146595955,0.04189840331673622,6,1.392573356628418,0.006176200229674578,1.3844290971755981,1.4015189409255981
29,9048,second_moment,aggregate,all,20403520,6,6,0.9985940456390381,0.0004847683012485504,0.9980393648147583,0.9994471669197083,6,0.05523759126663208,0.009636344388127327,0.03626666218042374,0.06523459404706955
29,9048,adam_direction,aggregate,all,20403520,6,6,0.012411938048899174,0.002176815178245306,0.009631780907511711,0.015638697892427444,6,1.4062541723251343,0.0022842821199446917,1.403171181678772,1.4088940620422363
30,9360,weights,aggregate,all,20403520,6,6,0.9978529810905457,0.0002853594778571278,0.9975934624671936,0.9982604384422302,6,0.06537849456071854,0.004466199316084385,0.058984674513339996,0.06937678903341293
30,9360,first_moment,aggregate,all,20403520,6,6,0.032289423048496246,0.004105969797819853,0.028204644098877907,0.03806719556450844,6,1.3914861679077148,0.003064956748858094,1.387372612953186,1.3946853876113892
30,9360,second_moment,aggregate,all,20403520,6,6,0.9984099268913269,0.0005630679661408067,0.997623860836029,0.9993184208869934,6,0.055978018790483475,0.010755098424851894,0.037177249789237976,0.06958890706300735
30,9360,adam_direction,aggregate,all,20403520,6,6,0.01298109907656908,0.0015017399564385414,0.011154762469232082,0.01521367859095335,6,1.405103325843811,0.0011224084300920367,1.40342116355896,1.4064042568206787
31,9672,weights,aggregate,all,20403520,6,6,0.9975409507751465,0.00032788506359793246,0.9971296787261963,0.9980218410491943,6,0.06996888667345047,0.00473767751827836,0.06289973855018616,0.0757705345749855
31,9672,first_moment,aggregate,all,20403520,6,6,0.02034291811287403,0.00957154668867588,0.002982764970511198,0.0290913637727499,6,1.4004130363464355,0.007075352594256401,1.3935329914093018,1.4136509895324707
31,9672,second_moment,aggregate,all,20403520,6,6,0.9987185597419739,0.0003405758470762521,0.9981167316436768,0.999110221862793,6,0.052694305777549744,0.007373065687716007,0.04414068162441254,0.06329373270273209
31,9672,adam_direction,aggregate,all,20403520,6,6,0.011202809400856495,0.0023269893135875463,0.00785808078944683,0.014903192408382893,6,1.406455397605896,0.0016982628731057048,1.4039047956466675,1.4091490507125854
32,9984,weights,aggregate,all,20403520,6,6,0.9974355697631836,0.00029679154977202415,0.9971601366996765,0.9978888034820557,6,0.07149269431829453,0.004234021529555321,0.0649796798825264,0.0753658339381218
32,9984,first_moment,aggregate,all,20403520,6,6,0.01899690367281437,0.006259310059249401,0.007064336910843849,0.02566947415471077,6,1.400740623474121,0.00448088301345706,1.3959801197052002,1.409273386001587
32,9984,second_moment,aggregate,all,20403520,6,6,0.9978788495063782,0.0007838660385459661,0.9965996742248535,0.9986481666564941,6,0.06446079909801483,0.011331490240991116,0.05293469876050949,0.08254185318946838
32,9984,adam_direction,aggregate,all,20403520,6,6,0.013655954040586948,0.011613190174102783,0.0032981405965983868,0.03843732923269272,6,1.4058557748794556,0.008818985894322395,1.3872846364974976,1.4149909019470215
33,10296,weights,aggregate,all,20403520,6,6,0.9974722862243652,0.0002828559372574091,0.9972556233406067,0.9978901743888855,6,0.07098546624183655,0.004068044014275074,0.06496001780033112,0.07408694922924042
33,10296,first_moment,aggregate,all,20403520,6,6,0.016002831980586052,0.007449799682945013,0.0018879901617765427,0.0239338967949152,6,1.403082251548767,0.00532934907823801,1.397189974784851,1.4130580425262451
33,10296,second_moment,aggregate,all,20403520,6,6,0.9985358715057373,0.0003004440513905138,0.9980648159980774,0.9988799691200256,6,0.057506855577230453,0.0039245085790753365,0.052638471126556396,0.06244196742773056
33,10296,adam_direction,aggregate,all,20403520,6,6,0.010124665684998035,0.002070645336061716,0.006824829149991274,0.01272205263376236,6,1.4071115255355835,0.0014731186674907804,1.4051936864852905,1.4094637632369995
34,10608,weights,aggregate,all,20403520,6,6,0.9973637461662292,0.0002831824531313032,0.9971392750740051,0.9977836012840271,6,0.07250335812568665,0.003982722759246826,0.06658094376325607,0.07564067095518112
34,10608,first_moment,aggregate,all,20403520,6,6,0.0057502612471580505,0.010515235364437103,-0.006267840974032879,0.026972085237503052,6,1.4104949235916138,0.007519390434026718,1.395070195198059,1.41865873336792
34,10608,second_moment,aggregate,all,20403520,6,6,0.9978606104850769,0.0007266808534041047,0.9966443777084351,0.9990109205245972,6,0.07057829946279526,0.010347493924200535,0.05820354074239731,0.08307895064353943
34,10608,adam_direction,aggregate,all,20403520,6,6,0.006436944007873535,0.0012553161941468716,0.004939301870763302,0.00884074904024601,6,1.4099186658859253,0.0009437362896278501,1.408179759979248,1.4112404584884644
35,10920,weights,aggregate,all,20403520,6,6,0.997203528881073,0.00027851571212522686,0.9969587922096252,0.9976280331611633,6,0.074691541492939,0.003793354844674468,0.06887885928153992,0.07799191027879715
35,10920,first_moment,aggregate,all,20403520,6,6,0.0064506023190915585,0.010919923894107342,-0.0063081169500947,0.02796793356537819,6,1.4097238779067993,0.007775936275720596,1.3943263292312622,1.4187912940979004
35,10920,second_moment,aggregate,all,20403520,6,6,0.9984681010246277,0.00047477957559749484,0.9978598952293396,0.9990900158882141,6,0.05850272998213768,0.007961548864841461,0.042860448360443115,0.06662234663963318
