epoch,tokens,case,direction,alignment,normalized_alignment,average_norm
20,204144640,seen,delta_div_v,1.187345122596695e+19,3.912229151713704e-09,53022125386236.03
20,204144640,seen,delta_mul_v,5.836359683241081e-12,2.4463133646503588,1.538408516169702e-06
20,204144640,seen,delta_div_sqrt_v,8974261.428121785,8.630999909645728e-07,3174877.847832216
20,204144640,seen,delta_mul_sqrt_v,2.3231201083413938e-08,0.04552448367251301,0.0007139594112343947
20,204144640,unseen,delta,0.05774155321816242,0.001117101668459556,7.187883528947614
20,204144640,unseen,delta_div_m,93433669569102.61,4.4266347788303823e-07,14386477024.802073
20,204144640,unseen,delta_mul_m,4.193316904584615e-10,0.0034643240701625376,0.0003368674205695497
20,204144640,unseen,delta_div_v,3.3221649934275845e+20,1.0946329324759326e-07,53022125386236.03
20,204144640,unseen,delta_mul_v,5.804406922326303e-12,2.432920347374924,1.538408516169702e-06
20,204144640,unseen,delta_div_sqrt_v,11647093.308454,1.1201597156273265e-06,3174877.847832216
20,204144640,unseen,delta_mul_sqrt_v,2.3188714768356558e-08,0.04544122635192979,0.0007139594112343947
25,255180800,seen,delta,0.08109993120572767,0.0009613558885355957,9.182828395501224
25,255180800,seen,delta_div_m,228570988895216.3,5.00358909479661e-07,20522441275.023815
25,255180800,seen,delta_mul_m,9.011976819076253e-10,0.006576642526888737,0.00036958451024150026
25,255180800,seen,delta_div_v,8.305781489902167e+21,7.328288143412818e-08,332016558152945.5
25,255180800,seen,delta_mul_v,1.642398663569737e-11,3.5871651042200052,2.138696330280245e-06
25,255180800,seen,delta_div_sqrt_v,24645323.238766007,2.3335101194431637e-07,10126385.526285695
25,255180800,seen,delta_mul_sqrt_v,3.7582456285988464e-08,0.042580443722777736,0.0009393850887028185
25,255180800,unseen,delta,0.0807919774603217,0.0009577054150747536,9.182828395501224
25,255180800,unseen,delta_div_m,198442465119079.0,4.3440532817118205e-07,20522441275.023815
25,255180800,unseen,delta_mul_m,8.976606588031335e-10,0.00655083050247435,0.00036958451024150026
25,255180800,unseen,delta_div_v,1.3206761775132595e+22,1.1652480365302967e-07,332016558152945.5
25,255180800,unseen,delta_mul_v,1.6313947653521517e-11,3.5631314754963204,2.138696330280245e-06
25,255180800,unseen,delta_div_sqrt_v,42394383.30242456,4.014056601544225e-07,10126385.526285695
25,255180800,unseen,delta_mul_sqrt_v,3.741652097240256e-08,0.04239244112848216,0.0009393850887028185
30,306216960,seen,delta,0.10259227267505118,0.000873170337096238,10.83896839862841
30,306216960,seen,delta_div_m,366750801275773.8,2.457296361499082e-07,38521961309.5237
30,306216960,seen,delta_mul_m,8.794190135877482e-10,0.006614900817026074,0.00036447477484609624
30,306216960,seen,delta_div_v,1.1810401946000464e+23,1.8162845834721822e-08,2425444291543114.5
30,306216960,seen,delta_mul_v,2.1311117631905407e-11,4.05839477754482,2.2641485415080735e-06
30,306216960,seen,delta_div_sqrt_v,79553246.71552542,4.2568837767664365e-08,41724364.78234179
30,306216960,seen,delta_mul_sqrt_v,4.698273345618138e-08,0.03549016231237826,0.0011505720966793376
30,306216960,unseen,delta,0.10221557678397751,0.0008699642508129818,10.83896839862841
30,306216960,unseen,delta_div_m,351628846790060.06,2.355976545408052e-07,38521961309.5237
30,306216960,unseen,delta_mul_m,8.75325831557283e-10,0.0065841123160507555,0.00036447477484609624
30,306216960,unseen,delta_div_v,1.9189596393258006e+23,2.9511076973913635e-08,2425444291543114.5
30,306216960,unseen,delta_mul_v,2.1195613206714813e-11,4.036398626799773,2.2641485415080735e-06
30,306216960,unseen,delta_div_sqrt_v,157112440.74721545,8.407066056481593e-08,41724364.78234179
30,306216960,unseen,delta_mul_sqrt_v,4.686544794817956e-08,0.035401566323816705,0.0011505720966793376
35,357253120,seen,delta,0.10335195787263993,0.0007368933354656145,11.84241696431851
35,357253120,seen,delta_div_m,251182807310300.6,6.105752591385665e-08,61270240568.283936
35,357253120,seen,delta_mul_m,9.165896854113863e-10,0.0070548639325477645,0.00036038976067501887
35,357253120,seen,delta_div_v,6.687789347468651e+23,4.215900447981807e-08,3779529675528312.0
35,357253120,seen,delta_mul_v,1.5737527812196264e-11,3.2278979327492814,2.1830554926310906e-06
35,357253120,seen,delta_div_sqrt_v,272560458.1414238,6.419306517428874e-08,62655917.937999435
35,357253120,seen,delta_mul_sqrt_v,4.315765418862547e-08,0.02558317291438079,0.0012987368713569267
35,357253120,unseen,delta,0.10332359445632001,0.0007366911059879403,11.84241696431851
35,357253120,unseen,delta_div_m,616774611729725.6,1.499255949957379e-07,61270240568.283936
35,357253120,unseen,delta_mul_m,9.133528085777142e-10,0.0070299501396135534,0.00036038976067501887
35,357253120,unseen,delta_div_v,7.700870843022078e+23,4.854534607797618e-08,3779529675528312.0
35,357253120,unseen,delta_mul_v,1.5651998885943625e-11,3.210355238144656,2.1830554926310906e-06
35,357253120,unseen,delta_div_sqrt_v,376202839.11046875,8.860277655257034e-08,62655917.937999435
35,357253120,unseen,delta_mul_sqrt_v,4.309230417966219e-08,0.025544434465530976,0.0012987368713569267
40,408068096,seen,delta,0.09948847060794733,0.0007170894395306404,11.778696525080548
40,408068096,seen,delta_div_m,685835057020612.2,2.323977808940718e-07,52404224923.036194
40,408068096,seen,delta_mul_m,1.4692691327341087e-09,0.011738608207233983,0.0003536365729912527
40,408068096,seen,delta_div_v,1.0318524158463421e+24,4.675011595818331e-08,4622931101476869.0
40,408068096,seen,delta_mul_v,2.3493994566220567e-11,4.0752559427810935,2.391776082724989e-06
40,408068096,seen,delta_div_sqrt_v,314237361.2884417,7.76392667161838e-08,63226174.70964285
40,408068096,seen,delta_mul_sqrt_v,5.155595498974296e-08,0.02809541844005604,0.0013546213106315976
40,408068096,unseen,delta,0.09894572266810281,0.0007131774403450943,11.778696525080548
40,408068096,unseen,delta_div_m,882696094054403.0,2.991048815049752e-07,52404224923.036194
40,408068096,unseen,delta_mul_m,1.4609758403357267e-09,0.011672349611008333,0.0003536365729912527
40,408068096,unseen,delta_div_v,1.2164551522186283e+24,5.511390829812147e-08,4622931101476869.0
40,408068096,unseen,delta_mul_v,2.3369455219901993e-11,4.05365341325959,2.391776082724989e-06
40,408068096,unseen,delta_div_sqrt_v,370778170.3253568,9.160891989544543e-08,63226174.70964285
40,408068096,unseen,delta_mul_sqrt_v,5.136105800427873e-08,0.027989209324922545,0.0013546213106315976
