index,run_id,job_id,lr,beta1,beta2,seed,loss,seconds,training_seconds,peak_memory_bytes,directory
32,packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.99-seed44,2341796_32,0.0056,0.95,0.99,44,3.7378365077422395,433.5645837050397,306.5193494799314,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.99-seed44
33,packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.999-seed42,2341796_33,0.0056,0.95,0.999,42,3.867277442837251,429.747863010969,303.7810697410023,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.999-seed42
34,packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.999-seed43,2341796_34,0.0056,0.95,0.999,43,3.7023861900768473,429.8348385359859,301.82208657008596,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.999-seed43
35,packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.999-seed44,2341796_35,0.0056,0.95,0.999,44,3.683124511806647,436.5880643900018,304.6580152948445,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.95-beta2-0.999-seed44
36,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.95-seed42,2341796_36,0.0056,0.975,0.95,42,4.018170366797552,428.1686526470003,298.3764179061691,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.95-seed42
37,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.95-seed43,2341796_37,0.0056,0.975,0.95,43,3.793910648951998,436.2049266230315,305.10118784941733,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.95-seed43
38,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.95-seed44,2341796_38,0.0056,0.975,0.95,44,4.018829034414354,429.08333041216247,302.5867112239357,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.95-seed44
39,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.98-seed42,2341796_39,0.0056,0.975,0.98,42,3.8881002200088566,431.80178085016087,305.295528461691,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.98-seed42
40,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.98-seed43,2341796_40,0.0056,0.975,0.98,43,3.7423086690667913,429.7680463460274,303.61537038278766,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.98-seed43
41,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.98-seed44,2341796_41,0.0056,0.975,0.98,44,3.8934542248809745,427.22090827394277,302.7800190707203,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.98-seed44
42,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.99-seed42,2341796_42,0.0056,0.975,0.99,42,3.872880739199292,425.7562414960703,301.91849524213467,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.99-seed42
43,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.99-seed43,2341796_43,0.0056,0.975,0.99,43,3.7471294581762438,426.9040064619621,302.7160605400568,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.99-seed43
44,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.99-seed44,2341796_44,0.0056,0.975,0.99,44,3.8283235924705794,429.40679257002193,304.384373855195,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.99-seed44
45,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.999-seed42,2341796_45,0.0056,0.975,0.999,42,3.926096131246294,430.25112990499474,303.77833643369377,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.999-seed42
46,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.999-seed43,2341796_46,0.0056,0.975,0.999,43,3.794571720097685,436.56091589690186,307.69943205965683,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.999-seed43
47,packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.999-seed44,2341796_47,0.0056,0.975,0.999,44,3.8840770228139885,421.7062241069507,294.4868522119941,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.0056-beta1-0.975-beta2-0.999-seed44
48,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.95-seed42,2341796_48,0.008,0.9,0.95,42,3.780645098838506,427.08736173505895,301.4371407000581,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.95-seed42
49,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.95-seed43,2341796_49,0.008,0.9,0.95,43,3.767291706039712,426.9152286190074,302.9283658871427,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.95-seed43
50,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.95-seed44,2341796_50,0.008,0.9,0.95,44,3.7426938784090407,427.5523882600246,302.81900721695274,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.95-seed44
51,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.98-seed42,2341796_51,0.008,0.9,0.98,42,3.759918324245581,436.20668859395664,306.43547413207125,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.98-seed42
52,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.98-seed43,2341796_52,0.008,0.9,0.98,43,3.799662302350933,430.62601585593075,304.73720852751285,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.98-seed43
53,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.98-seed44,2341796_53,0.008,0.9,0.98,44,3.6542549781741456,446.21551053004805,308.73119270137977,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.98-seed44
54,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.99-seed42,2341796_54,0.008,0.9,0.99,42,3.811367647569368,421.8604342599865,298.55327881046105,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.99-seed42
55,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.99-seed43,2341796_55,0.008,0.9,0.99,43,3.8393379083715233,434.6182246620301,306.6042174815666,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.99-seed43
56,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.99-seed44,2341796_56,0.008,0.9,0.99,44,3.6927778310695647,435.45031072595157,307.80477390019223,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.99-seed44
57,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.999-seed42,2341796_57,0.008,0.9,0.999,42,4.040000007051054,425.2238136079395,300.22300135414116,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.999-seed42
