lr,beta1,beta2,seed,unclipped_loss,clipped_loss,clipped_evidence,difference,unclipped_directory,clipped_directory
0.016,0.9,0.95,42,3.8451791208892576,3.7806738247797003,original_files_reaudited,0.06450529610955735,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.95-seed42
0.016,0.9,0.95,43,3.922651657069677,3.8258502469313163,original_files_reaudited,0.09680141013836074,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.95-seed43
0.016,0.9,0.95,44,3.933763176485622,3.790435437075498,original_files_reaudited,0.143327739410124,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.95-seed44
0.016,0.9,0.98,42,4.078025384589683,3.8102593472816224,original_files_reaudited,0.2677660373080606,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.98-seed42
0.016,0.9,0.98,43,3.8858557490157293,3.936305829026284,original_files_reaudited,-0.05045008001055473,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.98-seed43
0.016,0.9,0.98,44,3.965255629058864,3.829416265053014,original_files_reaudited,0.13583936400585017,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.98-seed44
0.016,0.9,0.99,42,4.079825997008054,4.199815892085226,original_files_reaudited,-0.11998989507717184,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911/experiments/packed4-awc-lr0.016-beta2-0.99-seed42
0.016,0.9,0.99,43,4.170403581396933,4.010615861951234,original_files_reaudited,0.15978771944569825,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911/experiments/packed4-awc-lr0.016-beta2-0.99-seed43
0.016,0.9,0.99,44,4.029649518161895,4.069868565861545,original_files_reaudited,-0.04021904769965001,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911/experiments/packed4-awc-lr0.016-beta2-0.99-seed44
0.016,0.9,0.999,42,4.831569338562953,4.719907424835914,original_files_reaudited,0.11166191372703871,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.999-seed42,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.999-seed42
0.016,0.9,0.999,43,4.524001316934845,4.5999432739263675,original_files_reaudited,-0.07594195699152273,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.999-seed43
0.016,0.9,0.999,44,5.025804293638293,4.559596323719771,original_files_reaudited,0.4662079699185222,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.016-beta1-0.9-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911/experiments/packed4-lr0.016-beta2-0.999-seed44
