epoch,step,category,level,group,numel,pair_count,cosine_valid_pairs,cosine_mean,cosine_std,cosine_min,cosine_max,relative_l2_valid_pairs,relative_l2_mean,relative_l2_std,relative_l2_min,relative_l2_max
19,5928,second_moment,aggregate,all,20403520,6,6,0.9983418583869934,0.0003629918210208416,0.9977222084999084,0.9986873269081116,6,0.06775326281785965,0.012453440576791763,0.05531113222241402,0.09366293251514435
20,6240,second_moment,aggregate,all,20403520,6,6,0.9987466335296631,0.00030302084633149207,0.9982288479804993,0.9991388320922852,6,0.05582920089364052,0.009895842522382736,0.041750114411115646,0.07145586609840393
21,6552,second_moment,aggregate,all,20403520,6,6,0.9982579350471497,0.0006613991572521627,0.9970320463180542,0.9990105628967285,6,0.06289423257112503,0.012085046619176865,0.04623142257332802,0.07832888513803482
22,6864,second_moment,aggregate,all,20403520,6,6,0.9978112578392029,0.0008708710665814579,0.9965583086013794,0.9989597797393799,6,0.07062627375125885,0.013312873430550098,0.05240887030959129,0.08622429519891739
23,7176,second_moment,aggregate,all,20403520,6,6,0.9985867142677307,0.0003680596419144422,0.9981585741043091,0.9990929365158081,6,0.05458642169833183,0.005613886751234531,0.047765761613845825,0.06216374784708023
24,7488,second_moment,aggregate,all,20403520,6,6,0.9989864230155945,0.0002051601477432996,0.9987100958824158,0.9993576407432556,6,0.054602187126874924,0.011089310981333256,0.03584752231836319,0.07028979808092117
25,7800,second_moment,aggregate,all,20403520,6,6,0.9993318915367126,0.0001112728932639584,0.9991320967674255,0.999474823474884,6,0.03875887766480446,0.002740869065746665,0.03546940162777901,0.04276718571782112
26,8112,second_moment,aggregate,all,20403520,6,6,0.9991346001625061,0.000196096530999057,0.9988702535629272,0.9993702173233032,6,0.0438164584338665,0.0055539910681545734,0.038255006074905396,0.05228859558701515
27,8424,second_moment,aggregate,all,20403520,6,6,0.9991081357002258,0.00014715040742885321,0.9989474415779114,0.9993410110473633,6,0.04371296986937523,0.0034928724635392427,0.0376703105866909,0.046985507011413574
28,8736,second_moment,aggregate,all,20403520,6,6,0.9985067248344421,0.0006951680989004672,0.99726802110672,0.9993584752082825,6,0.05857301875948906,0.01242650207132101,0.035866618156433105,0.0784783586859703
29,9048,second_moment,aggregate,all,20403520,6,6,0.998673677444458,0.0005908891907893121,0.9978499412536621,0.9994645714759827,6,0.055596768856048584,0.011376912705600262,0.033623382449150085,0.0663854330778122
30,9360,second_moment,aggregate,all,20403520,6,6,0.998824417591095,0.00029589407495222986,0.9984515905380249,0.999320387840271,6,0.050951581448316574,0.004705188795924187,0.04330331087112427,0.05822708457708359
31,9672,second_moment,aggregate,all,20403520,6,6,0.9988866448402405,0.00025001043104566634,0.9984946250915527,0.9991469979286194,6,0.05207352712750435,0.008889582939445972,0.04146299138665199,0.06202822923660278
