kind,left,right,horizon,lr,beta1,beta2,difference,pairedSD,seedDifferences
schedule,sync-cosine-h20--0.004--0.9--0.98,sync-wsd-h20--0.004--0.9--0.98,20,0.004,0.9,0.98,-0.009122392505539404,0.005029461745723631,"[-0.014608044786332375,-0.00472844561172403,-0.008030687118561808]"
schedule,sync-cosine-h20--0.006--0.9--0.999,sync-wsd-h20--0.006--0.9--0.999,20,0.006,0.9,0.999,0.015385560569331306,0.021243646568801584,"[-0.0034743982502729587,0.011231763459612853,0.038399316498654024]"
schedule,sync-cosine-h20--0.004--0.9--0.999,sync-wsd-h20--0.004--0.9--0.999,20,0.004,0.9,0.999,-0.010543398874939639,0.021384468318109497,"[0.0012681260375750902,0.0023301196635325816,-0.03522844232592659]"
schedule,sync-cosine-h40--0.004--0.9--0.98,sync-wsd-h40--0.004--0.9--0.98,40,0.004,0.9,0.98,0.011188870825206513,0.0013144968917452441,"[0.012077787912999405,0.011809903664043997,0.009678920898576138]"
schedule,sync-cosine-h40--0.004--0.9--0.999,sync-wsd-h40--0.004--0.9--0.999,40,0.004,0.9,0.999,0.026346665995104896,0.004878102903291427,"[0.02833265676404162,0.029918511071635567,0.020788830149637505]"
schedule,sync-cosine-h80--0.004--0.9--0.999,sync-wsd-h80--0.004--0.9--0.999,80,0.004,0.9,0.999,0.026964043932252785,0.010466165126189702,"[0.03199863958146443,0.03396148453996206,0.014932007675331871]"
schedule,sync-cosine-h80--0.004--0.9--0.98,sync-wsd-h80--0.004--0.9--0.98,80,0.004,0.9,0.98,0.021762744426305918,0.0021603309727697443,"[0.02425418884013686,0.020624532504950555,0.020409511933830338]"
workers,sync-wsd-h20--0.006--0.95--0.999,awc8-wsd-h20--0.006--0.95--0.999,20,0.006,0.95,0.999,0.016151924536905355,0.005942079692511099,"[0.009967340943389136,0.016670987738443,0.021817444928883933]"
workers,sync-wsd-h20--0.008--0.95--0.999,awc8-wsd-h20--0.008--0.95--0.999,20,0.008,0.95,0.999,-0.008761508753712288,0.023035154038758256,"[-0.034129996771957494,-0.003001727419803757,0.010847197930624386]"
workers,sync-wsd-h20--0.004--0.95--0.999,awc8-wsd-h20--0.004--0.95--0.999,20,0.004,0.95,0.999,0.031094594544560355,0.004094326789199813,"[0.03295963673254887,0.02639979686789351,0.03392435003323868]"
workers,sync-wsd-h20--0.003--0.95--0.999,awc8-wsd-h20--0.003--0.95--0.999,20,0.003,0.95,0.999,0.03741950567964943,0.00836329060320422,"[0.028976766871446902,0.04570101680245919,0.037580733365042196]"
workers,sync-wsd-h20--0.006--0.9--0.999,awc8-wsd-h20--0.006--0.9--0.999,20,0.006,0.9,0.999,0.01056266392012617,0.04023905676835078,"[0.029082098189647354,0.03820761593927102,-0.03560172236853987]"
workers,sync-wsd-h20--0.008--0.95--0.98,awc8-wsd-h20--0.008--0.95--0.98,20,0.008,0.95,0.98,0.04732068911763898,0.003921870406844028,"[0.049239413079997796,0.042808871470968235,0.04991378280195091]"
workers,sync-wsd-h20--0.004--0.9--0.999,awc8-wsd-h20--0.004--0.9--0.999,20,0.004,0.9,0.999,0.03797623406719364,0.007419185760240352,"[0.03822911250557093,0.03043384199510024,0.04526574770090974]"
workers,sync-wsd-h20--0.006--0.95--0.98,awc8-wsd-h20--0.006--0.95--0.98,20,0.006,0.95,0.98,0.05522935384121741,0.005049936585201166,"[0.06081656859277418,0.050990363123711635,0.05388112980716642]"
workers,sync-wsd-h20--0.008--0.9--0.999,awc8-wsd-h20--0.008--0.9--0.999,20,0.008,0.9,0.999,-0.20330659544848265,0.3940593506502968,"[-0.6580861430354212,0.011259600162663475,0.03690675652730979]"
workers,sync-wsd-h20--0.004--0.95--0.98,awc8-wsd-h20--0.004--0.95--0.98,20,0.004,0.95,0.98,0.06892335293821539,0.0011434264262124674,"[0.06760569207955136,0.06965464983096048,0.06950971690413432]"
workers,sync-wsd-h20--0.003--0.9--0.999,awc8-wsd-h20--0.003--0.9--0.999,20,0.003,0.9,0.999,0.043731635225881714,0.007244756451162491,"[0.05074335318590828,0.044177149990965336,0.03627440250077152]"
workers,sync-wsd-h20--0.003--0.95--0.98,awc8-wsd-h20--0.003--0.95--0.98,20,0.003,0.95,0.98,0.07595694072674375,0.005122338844406071,"[0.0746188794750795,0.08161551534997757,0.07163642735517417]"
workers,sync-wsd-h20--0.006--0.9--0.98,awc8-wsd-h20--0.006--0.9--0.98,20,0.006,0.9,0.98,0.0710188500750936,0.008072879864873603,"[0.0662282256351876,0.08033939351281205,0.06648893107728115]"
workers,sync-wsd-h20--0.008--0.9--0.98,awc8-wsd-h20--0.008--0.9--0.98,20,0.008,0.9,0.98,0.06748725433288423,0.007670208537881554,"[0.0701629803355428,0.05883758808039907,0.07346119458271083]"
workers,sync-wsd-h20--0.002--0.95--0.999,awc8-wsd-h20--0.002--0.95--0.999,20,0.002,0.95,0.999,0.06713878395278705,0.008592938609484556,"[0.07647379896413753,0.05955893803961754,0.06538361485460609]"
workers,sync-wsd-h20--0.004--0.9--0.98,awc8-wsd-h20--0.004--0.9--0.98,20,0.004,0.9,0.98,0.08625211096468262,0.011686923890302032,"[0.09773130782456807,0.08665704014935027,0.07436798492012953]"
workers,sync-wsd-h20--0.002--0.9--0.999,awc8-wsd-h20--0.002--0.9--0.999,20,0.002,0.9,0.999,0.06606606209815331,0.005472128665799596,"[0.06513633722393308,0.06111835574782454,0.07194349332270233]"
workers,sync-wsd-h20--0.003--0.9--0.98,awc8-wsd-h20--0.003--0.9--0.98,20,0.003,0.9,0.98,0.08957809239997694,0.005460820550023304,"[0.08845277728966083,0.09551390643028324,0.08476759347998675]"
workers,sync-wsd-h20--0.002--0.95--0.98,awc8-wsd-h20--0.002--0.95--0.98,20,0.002,0.95,0.98,0.10442134632795315,0.006927134622451271,"[0.11071461120381176,0.09699904938268977,0.10555037839735792]"
workers,sync-wsd-h20--0.008--0.95--0.9,awc8-wsd-h20--0.008--0.95--0.9,20,0.008,0.95,0.9,0.09492895594888633,0.0006828300388431363,"[0.09414950502957264,0.09542163314593655,0.09521572967114977]"
workers,sync-wsd-h20--0.004--0.95--0.9,awc8-wsd-h20--0.004--0.95--0.9,20,0.004,0.95,0.9,0.11097856795730825,0.004366727383232646,"[0.10617136365342228,0.11469989471059971,0.11206444550790273]"
workers,sync-wsd-h20--0.006--0.95--0.9,awc8-wsd-h20--0.006--0.95--0.9,20,0.006,0.95,0.9,0.10741131624721352,0.004959665240708282,"[0.10567174149974079,0.1035557793915074,0.11300642785039239]"
workers,sync-wsd-h20--0.003--0.95--0.9,awc8-wsd-h20--0.003--0.95--0.9,20,0.003,0.95,0.9,0.1189571405049114,0.0028932656929886737,"[0.11880231611298031,0.11614439553802702,0.12192470986372683]"
workers,sync-wsd-h20--0.002--0.9--0.98,awc8-wsd-h20--0.002--0.9--0.98,20,0.002,0.9,0.98,0.11317095651255382,0.0022323623691053287,"[0.11493319286793069,0.1106606256360938,0.11391905103363698]"
workers,sync-wsd-h20--0.002--0.95--0.9,awc8-wsd-h20--0.002--0.95--0.9,20,0.002,0.95,0.9,0.13521274319121032,0.007406246776297074,"[0.14109312391083373,0.12689497593695798,0.13765012972583923]"
workers,sync-wsd-h20--0.006--0.9--0.9,awc8-wsd-h20--0.006--0.9--0.9,20,0.006,0.9,0.9,0.1544723527686475,0.004847035001062296,"[0.15014487221655548,0.1535622628029638,0.1597099232864232]"
workers,sync-wsd-h20--0.008--0.9--0.9,awc8-wsd-h20--0.008--0.9--0.9,20,0.008,0.9,0.9,0.1461056703370902,0.004229479428700131,"[0.14958471161802045,0.14733443203865138,0.1413978673545988]"
workers,sync-wsd-h20--0.004--0.9--0.9,awc8-wsd-h20--0.004--0.9--0.9,20,0.004,0.9,0.9,0.17162074423267804,0.004222163386368274,"[0.1750820556126662,0.1728634967402347,0.16691668034513318]"
workers,sync-wsd-h20--0.003--0.9--0.9,awc8-wsd-h20--0.003--0.9--0.9,20,0.003,0.9,0.9,0.1806192097098173,0.008032929756764893,"[0.18908237012562124,0.17309990273264209,0.17967535627118858]"
workers,sync-wsd-h20--0.002--0.9--0.9,awc8-wsd-h20--0.002--0.9--0.9,20,0.002,0.9,0.9,0.19080408064598023,0.006478416754387978,"[0.18702614735040424,0.18710150916422208,0.1982845854233144]"
workers,sync-wsd-h40--0.004--0.95--0.999,awc8-wsd-h40--0.004--0.95--0.999,40,0.004,0.95,0.999,0.023208954512478435,0.004811428291936992,"[0.0217096106043968,0.019325720457066264,0.028591532475972237]"
workers,sync-wsd-h40--0.003--0.95--0.999,awc8-wsd-h40--0.003--0.95--0.999,40,0.003,0.95,0.999,0.02657929072556679,0.0036606260787993604,"[0.022771516428121696,0.030072462135701805,0.026893893612876862]"
workers,sync-wsd-h40--0.004--0.9--0.999,awc8-wsd-h40--0.004--0.9--0.999,40,0.004,0.9,0.999,0.01942612703568895,0.012522594447141495,"[0.026157438852798087,0.0049774908148170205,0.027143451439451738]"
workers,sync-wsd-h40--0.002--0.95--0.999,awc8-wsd-h40--0.002--0.95--0.999,40,0.002,0.95,0.999,0.04773553756265114,0.005172302937888107,"[0.05228827646887213,0.04211146083139905,0.04880687538768225]"
workers,sync-wsd-h40--0.003--0.9--0.999,awc8-wsd-h40--0.003--0.9--0.999,40,0.003,0.9,0.999,0.03633204779036984,0.0064719127106475744,"[0.04046061019908764,0.03966238274123768,0.0288731504307842]"
workers,sync-wsd-h40--0.004--0.95--0.98,awc8-wsd-h40--0.004--0.95--0.98,40,0.004,0.95,0.98,0.05706357839222228,0.0014114464537786115,"[0.057813396210690815,0.055435469171300156,0.05794186979467586]"
workers,sync-wsd-h40--0.003--0.95--0.98,awc8-wsd-h40--0.003--0.95--0.98,40,0.003,0.95,0.98,0.06033158124318986,0.003391460017765236,"[0.05866949250101605,0.06423347188394812,0.05809177934460541]"
workers,sync-wsd-h40--0.002--0.9--0.999,awc8-wsd-h40--0.002--0.9--0.999,40,0.002,0.9,0.999,0.04967859943073005,0.0015976820326909467,"[0.048589656733330155,0.04893340387324141,0.05151273768561859]"
workers,sync-wsd-h40--0.004--0.9--0.98,awc8-wsd-h40--0.004--0.9--0.98,40,0.004,0.9,0.98,0.0760710508682707,0.008674824922287605,"[0.08464801983918857,0.07626355844777644,0.06730157431784711]"
workers,sync-wsd-h40--0.002--0.95--0.98,awc8-wsd-h40--0.002--0.95--0.98,40,0.002,0.95,0.98,0.08433262611877002,0.006586203844710995,"[0.09147579616950718,0.07850063796480367,0.0830214442219992]"
workers,sync-wsd-h40--0.003--0.9--0.98,awc8-wsd-h40--0.003--0.9--0.98,40,0.003,0.9,0.98,0.07799767109995133,0.007910710681047957,"[0.08175484458100035,0.08332963767066603,0.06890853104818762]"
workers,sync-wsd-h40--0.004--0.95--0.9,awc8-wsd-h40--0.004--0.95--0.9,40,0.004,0.95,0.9,0.10518568059919516,0.0027959433145189646,"[0.1019729333717545,0.1070677178801489,0.10651639054568207]"
workers,sync-wsd-h40--0.002--0.9--0.98,awc8-wsd-h40--0.002--0.9--0.98,40,0.002,0.9,0.98,0.09250125102254803,0.0034371634750537524,"[0.09645642267065302,0.0902380856478211,0.09080924474916996]"
workers,sync-wsd-h40--0.003--0.95--0.9,awc8-wsd-h40--0.003--0.95--0.9,40,0.003,0.95,0.9,0.11267829079655318,0.0009173952102697977,"[0.11369148346676061,0.11190393630264861,0.11243945262025035]"
workers,sync-wsd-h40--0.002--0.95--0.9,awc8-wsd-h40--0.002--0.95--0.9,40,0.002,0.95,0.9,0.12253974414541317,0.0027868301844570127,"[0.12570342873730356,0.12044824772236096,0.12146755597657499]"
workers,sync-wsd-h40--0.004--0.9--0.9,awc8-wsd-h40--0.004--0.9--0.9,40,0.004,0.9,0.9,0.16740737827644248,0.004433800757724726,"[0.1725001022601238,0.16531567107532563,0.164406361493878]"
workers,sync-wsd-h40--0.003--0.9--0.9,awc8-wsd-h40--0.003--0.9--0.9,40,0.003,0.9,0.9,0.16876575299194588,0.007859185673509343,"[0.1777938831548349,0.16345391051539382,0.16504946530560893]"
workers,sync-wsd-h40--0.002--0.9--0.9,awc8-wsd-h40--0.002--0.9--0.9,40,0.002,0.9,0.9,0.18213094583757852,0.005984669940475616,"[0.1828036402795279,0.17583835097758982,0.1877508462556179]"
workers,sync-wsd-h80--0.003--0.95--0.999,awc8-wsd-h80--0.003--0.95--0.999,80,0.003,0.95,0.999,0.02055073973134469,0.0015722265697913826,"[0.018802415497108704,0.021848479663917342,0.02100132403300803]"
workers,sync-wsd-h80--0.004--0.95--0.999,awc8-wsd-h80--0.004--0.95--0.999,80,0.004,0.95,0.999,0.017934465059469346,0.004735213119930916,"[0.013380481690815405,0.017590737396044,0.02283217609154864]"
workers,sync-wsd-h80--0.002--0.95--0.999,awc8-wsd-h80--0.002--0.95--0.999,80,0.002,0.95,0.999,0.03628972476805877,0.0029370745065578855,"[0.039002803478886516,0.03317085468638714,0.03669551613890265]"
workers,sync-wsd-h80--0.004--0.9--0.999,awc8-wsd-h80--0.004--0.9--0.999,80,0.004,0.9,0.999,0.02418494392715509,0.007779922184229736,"[0.029630847853466147,0.01527460261050706,0.02764938131749206]"
workers,sync-wsd-h80--0.003--0.9--0.999,awc8-wsd-h80--0.003--0.9--0.999,80,0.003,0.9,0.999,0.03130932780695487,0.005809608018286515,"[0.032113078676283546,0.03667521049232114,0.025139694252259925]"
workers,sync-wsd-h80--0.004--0.95--0.98,awc8-wsd-h80--0.004--0.95--0.98,80,0.004,0.95,0.98,0.05098302857373316,0.0011839845929080936,"[0.05226245951691588,0.04992604596652761,0.05076058023775598]"
workers,sync-wsd-h80--0.003--0.95--0.98,awc8-wsd-h80--0.003--0.95--0.98,80,0.003,0.95,0.98,0.05241447722639577,0.0023899576309388414,"[0.050969642570467766,0.055173125653831256,0.051100663454888284]"
workers,sync-wsd-h80--0.002--0.9--0.999,awc8-wsd-h80--0.002--0.9--0.999,80,0.002,0.9,0.999,0.039961648870335896,0.001917308519305766,"[0.0398259288790177,0.04194321130398526,0.03811580642800472]"
workers,sync-wsd-h80--0.002--0.95--0.98,awc8-wsd-h80--0.002--0.95--0.98,80,0.002,0.95,0.98,0.07036138502376292,0.0035939369725116795,"[0.07405221050415633,0.06687288421004567,0.07015906035708674]"
workers,sync-wsd-h80--0.004--0.9--0.98,awc8-wsd-h80--0.004--0.9--0.98,80,0.004,0.9,0.98,0.06954619111869349,0.00552928190506753,"[0.0726089974867481,0.07286632081093947,0.06316325505839293]"
workers,sync-wsd-h80--0.003--0.9--0.98,awc8-wsd-h80--0.003--0.9--0.98,80,0.003,0.9,0.98,0.06808087243614643,0.006579148102965411,"[0.06769873887890743,0.07484275881501956,0.0617011196145123]"
workers,sync-wsd-h80--0.002--0.9--0.98,awc8-wsd-h80--0.002--0.9--0.98,80,0.002,0.9,0.98,0.08236319908100469,0.003661884204695045,"[0.08652452120677623,0.08093211061049654,0.07963296542574128]"
workers,sync-wsd-h80--0.004--0.95--0.9,awc8-wsd-h80--0.004--0.95--0.9,80,0.004,0.95,0.9,0.10323229061126711,0.0018212214355463865,"[0.10113989451426653,0.1044608521627941,0.10409612515674072]"
workers,sync-wsd-h80--0.003--0.95--0.9,awc8-wsd-h80--0.003--0.95--0.9,80,0.003,0.95,0.9,0.1091321955928272,0.002592429795096142,"[0.112119619416994,0.10780330605059296,0.10747366131089464]"
workers,sync-wsd-h80--0.002--0.95--0.9,awc8-wsd-h80--0.002--0.95--0.9,80,0.002,0.95,0.9,0.12010989650694655,0.0004898643016478661,"[0.12010893950089141,0.12060023861051361,0.11962051140943464]"
workers,sync-wsd-h80--0.004--0.9--0.9,awc8-wsd-h80--0.004--0.9--0.9,80,0.004,0.9,0.9,0.163516185111098,0.0059837751110170204,"[0.17042059531089304,0.1598350598854985,0.16029290013690245]"
workers,sync-wsd-h80--0.003--0.9--0.9,awc8-wsd-h80--0.003--0.9--0.9,80,0.003,0.9,0.9,0.16266926483114785,0.004227153222526406,"[0.1673405781300663,0.15910766021614275,0.1615595561472345]"
workers,sync-wsd-h80--0.002--0.9--0.9,awc8-wsd-h80--0.002--0.9--0.9,80,0.002,0.9,0.9,0.17256943221780144,0.002395563093004546,"[0.1739070281887405,0.1698037674515227,0.17399750101314115]"
workers,sync-wsd-h120--0.003--0.95--0.999,awc8-wsd-h120--0.003--0.95--0.999,120,0.003,0.95,0.999,0.01718324875765065,0.0011972005882532847,"[0.016046648991333345,0.017070083324802976,0.018433013956815625]"
workers,sync-wsd-h120--0.002--0.95--0.999,awc8-wsd-h120--0.002--0.95--0.999,120,0.002,0.95,0.999,0.03085248138959325,0.0018103925487669738,"[0.03288464287456261,0.029411829151496427,0.03026097214272072]"
workers,sync-wsd-h120--0.003--0.9--0.999,awc8-wsd-h120--0.003--0.9--0.999,120,0.003,0.9,0.999,0.028358750029983337,0.0065260417390396105,"[0.027210994998155158,0.035382527899381344,0.02248272719241351]"
workers,sync-wsd-h120--0.002--0.9--0.999,awc8-wsd-h120--0.002--0.9--0.999,120,0.002,0.9,0.999,0.03423070701129749,0.002173289318413205,"[0.03388733717158354,0.036555241049511356,0.03224954281279757]"
workers,sync-wsd-h120--0.003--0.95--0.98,awc8-wsd-h120--0.003--0.95--0.98,120,0.003,0.95,0.98,0.05026935558782745,0.002159309077644484,"[0.04845310802682601,0.05265685399656306,0.049698104740093285]"
workers,sync-wsd-h120--0.002--0.95--0.98,awc8-wsd-h120--0.002--0.95--0.98,120,0.002,0.95,0.98,0.06414655657776998,0.0018768974387136405,"[0.06611228861776164,0.0623733316800088,0.0639540494355395]"
workers,sync-wsd-h120--0.003--0.9--0.98,awc8-wsd-h120--0.003--0.9--0.98,120,0.003,0.9,0.98,0.0656065095035639,0.007202215054355338,"[0.06292446034507782,0.07376492808072,0.060130140084893924]"
workers,sync-wsd-h120--0.002--0.9--0.98,awc8-wsd-h120--0.002--0.9--0.98,120,0.002,0.9,0.98,0.07651552721088543,0.0033301943171115977,"[0.08032040843780308,0.07509511701815708,0.07413105617669613]"
workers,sync-wsd-h120--0.003--0.95--0.9,awc8-wsd-h120--0.003--0.95--0.9,120,0.003,0.95,0.9,0.10787520075870309,0.0014358278415250623,"[0.10943454759348281,0.10758330769879532,0.10660774698383113]"
workers,sync-wsd-h120--0.002--0.95--0.9,awc8-wsd-h120--0.002--0.95--0.9,120,0.002,0.95,0.9,0.11854272962474359,0.0009547237856508438,"[0.1175153174026109,0.11940257963832268,0.11871029183329718]"
workers,sync-wsd-h120--0.003--0.9--0.9,awc8-wsd-h120--0.003--0.9--0.9,120,0.003,0.9,0.9,0.16101612194155676,0.0018507500997042806,"[0.16110540293995124,0.15912234715598395,0.16282061572873507]"
workers,sync-wsd-h120--0.002--0.9--0.9,awc8-wsd-h120--0.002--0.9--0.9,120,0.002,0.9,0.9,0.1694819687959573,0.0034040586688616225,"[0.1660296980969065,0.16958053365963321,0.1728356746313322]"
workers,sync-wsd-h160--0.003--0.95--0.999,awc8-wsd-h160--0.003--0.95--0.999,160,0.003,0.95,0.999,0.015170696387446133,0.0010221101692089597,"[0.014841760793392833,0.014353553146829068,0.016316775222116497]"
workers,sync-wsd-h160--0.002--0.95--0.999,awc8-wsd-h160--0.002--0.95--0.999,160,0.002,0.95,0.999,0.02719265650438733,0.001676851294355573,"[0.029123659121825796,0.02635065390807556,0.02610365648326063]"
workers,sync-wsd-h160--0.003--0.9--0.999,awc8-wsd-h160--0.003--0.9--0.999,160,0.003,0.9,0.999,0.02564977429855464,0.005982794375230726,"[0.02404768351758335,0.032270511036821325,0.02063112834125924]"
workers,sync-wsd-h160--0.002--0.9--0.999,awc8-wsd-h160--0.002--0.9--0.999,160,0.002,0.9,0.999,0.02978125613861682,0.0018894605872884216,"[0.02956398171932939,0.03176996121431186,0.028009825482209205]"
workers,sync-wsd-h160--0.003--0.95--0.98,awc8-wsd-h160--0.003--0.95--0.98,160,0.003,0.95,0.98,0.05014461916373136,0.0025438040805459057,"[0.04793426722969851,0.05292511523329235,0.049574475028203224]"
workers,sync-wsd-h160--0.002--0.95--0.98,awc8-wsd-h160--0.002--0.95--0.98,160,0.002,0.95,0.98,0.06081840614874068,0.0008140421419306584,"[0.06133073615092455,0.05987974346597813,0.061244738829319356]"
workers,sync-wsd-h160--0.003--0.9--0.98,awc8-wsd-h160--0.003--0.9--0.98,160,0.003,0.9,0.98,0.06447177081561091,0.006893993410784198,"[0.0616065952359377,0.07233632734146989,0.05947238986942516]"
workers,sync-wsd-h160--0.002--0.9--0.98,awc8-wsd-h160--0.002--0.9--0.98,160,0.002,0.9,0.98,0.07282588125037748,0.003162028520358779,"[0.07647624587566426,0.07093322345771735,0.07106817441775082]"
workers,sync-wsd-h160--0.003--0.95--0.9,awc8-wsd-h160--0.003--0.95--0.9,160,0.003,0.95,0.9,0.10962009709882888,0.0022019388311216416,"[0.11172714713255116,0.10979896395655331,0.10733418020738217]"
workers,sync-wsd-h160--0.002--0.95--0.9,awc8-wsd-h160--0.002--0.95--0.9,160,0.002,0.95,0.9,0.11726351418904413,0.002178400118423541,"[0.11474828523880376,0.1184957402445157,0.11854651708381292]"
workers,sync-wsd-h160--0.003--0.9--0.9,awc8-wsd-h160--0.003--0.9--0.9,160,0.003,0.9,0.9,0.16249550148552405,0.0027597915736259147,"[0.16090415594850516,0.16090011506066038,0.16568223344740662]"
workers,sync-wsd-h160--0.002--0.9--0.9,awc8-wsd-h160--0.002--0.9--0.9,160,0.002,0.9,0.9,0.16661476983053625,0.0040659822251098935,"[0.16331845813118884,0.16536759178919347,0.17115825957122643]"
