kind,left,right,horizon,lr,beta1,beta2,difference,pairedSD,seedDifferences
workers,awc4-cosine-h40--0.012--0.95--0.999,awc8-cosine-h40--0.012--0.95--0.999,40,0.012,0.95,0.999,-0.020852243576098495,0.024953425044523577,"[-0.04937774164865294,-0.0030687856286535364,-0.010110203450989008]"
workers,awc4-cosine-h40--0.005--0.9--0.999,awc8-cosine-h40--0.005--0.9--0.999,40,0.005,0.9,0.999,0.017149740602309265,0.0027235359175611915,"[0.018460092140319073,0.018970424689873866,0.014018704976734853]"
workers,sync-cosine-h40--0.005--0.9--0.999,awc4-cosine-h40--0.005--0.9--0.999,40,0.005,0.9,0.999,0.01799224326466531,0.004564476251834176,"[0.01419183392194201,0.023055059210648654,0.016729836661405262]"
workers,awc4-cosine-h40--0.012--0.974--0.999,awc8-cosine-h40--0.012--0.974--0.999,40,0.012,0.974,0.999,-0.02023836391043199,0.03425392497484095,"[-0.059325868720289776,0.004545293263339634,-0.005934516274345825]"
workers,awc4-cosine-h40--0.005--0.9--0.99,awc8-cosine-h40--0.005--0.9--0.99,40,0.005,0.9,0.99,0.029829699417737388,0.00942894571607869,"[0.039425948855416504,0.029485675603024397,0.02057747379477126]"
workers,sync-cosine-h40--0.005--0.9--0.99,awc4-cosine-h40--0.005--0.9--0.99,40,0.005,0.9,0.99,0.031670856913684986,0.00866463709330823,"[0.026911376106351526,0.02642915107715549,0.041672043557547944]"
workers,awc4-cosine-h80--0.01--0.974--0.999,awc8-cosine-h80--0.01--0.974--0.999,80,0.01,0.974,0.999,0.007406812628512505,0.0013055071506965985,"[0.007484046829617785,0.008671988103162942,0.006064402952756787]"
workers,awc4-cosine-h80--0.009--0.95--0.999,awc8-cosine-h80--0.009--0.95--0.999,80,0.009,0.95,0.999,0.00875785437777458,0.004045570055734531,"[0.007439696323890299,0.013298103535565264,0.005535763273868177]"
workers,awc4-cosine-h80--0.009--0.974--0.999,awc8-cosine-h80--0.009--0.974--0.999,80,0.009,0.974,0.999,0.0037107098819827065,0.003554794387273662,"[7.85847667281736e-05,0.003870779234266042,0.0071827656449539035]"
workers,awc4-cosine-h80--0.011--0.95--0.999,awc8-cosine-h80--0.011--0.95--0.999,80,0.011,0.95,0.999,0.007670406085438379,0.0017641125534543043,"[0.005961015853640728,0.00948457078284104,0.007565631619833368]"
workers,awc4-cosine-h80--0.011--0.974--0.99,awc8-cosine-h80--0.011--0.974--0.99,80,0.011,0.974,0.99,0.016245098179690814,0.004460705548980259,"[0.012953279675326446,0.021321873531773505,0.014460141331972487]"
workers,awc4-cosine-h80--0.011--0.974--0.999,awc8-cosine-h80--0.011--0.974--0.999,80,0.011,0.974,0.999,0.002888465364534909,0.005492101888542891,"[0.0043017421759588,-0.003172159373327599,0.007535813290973525]"
workers,awc4-cosine-h80--0.01--0.95--0.999,awc8-cosine-h80--0.01--0.95--0.999,80,0.01,0.95,0.999,0.008047287287859639,0.003132219601479457,"[0.010620745496094042,0.008961418076999017,0.0045596982904858585]"
workers,awc4-cosine-h80--0.008--0.974--0.999,awc8-cosine-h80--0.008--0.974--0.999,80,0.008,0.974,0.999,0.005076841609639171,0.0023774891972902705,"[0.0023355644108820073,0.00631901086281994,0.006575949555215566]"
workers,awc4-cosine-h80--0.012--0.974--0.999,awc8-cosine-h80--0.012--0.974--0.999,80,0.012,0.974,0.999,0.0006461687329519054,0.0021864530030707707,"[-0.0017840673909059745,0.0024537739435679384,0.0012687996461937523]"
workers,awc4-cosine-h80--0.008--0.95--0.999,awc8-cosine-h80--0.008--0.95--0.999,80,0.008,0.95,0.999,0.005801083359745866,0.003309419787786513,"[0.008425180227132234,0.002083240659137342,0.006894829192968022]"
workers,awc4-cosine-h80--0.007--0.974--0.999,awc8-cosine-h80--0.007--0.974--0.999,80,0.007,0.974,0.999,0.00559409517129265,0.0037993506714832366,"[0.005705238487984765,0.00933665475044565,0.0017403922754475332]"
workers,awc4-cosine-h80--0.01--0.974--0.99,awc8-cosine-h80--0.01--0.974--0.99,80,0.01,0.974,0.99,0.015959703873518194,0.0009342707826078382,"[0.015211532361120828,0.01700687315816074,0.015660706101273014]"
workers,awc4-cosine-h80--0.006--0.95--0.999,awc8-cosine-h80--0.006--0.95--0.999,80,0.006,0.95,0.999,0.01086424031215009,0.003184685920994181,"[0.010671791259142527,0.014140786667789396,0.007780143009518348]"
workers,awc4-cosine-h80--0.007--0.95--0.999,awc8-cosine-h80--0.007--0.95--0.999,80,0.007,0.95,0.999,0.00565012771609726,0.0011137534117554744,"[0.006932005342623615,0.005098849234951075,0.004919528570717091]"
workers,awc4-cosine-h80--0.009--0.974--0.99,awc8-cosine-h80--0.009--0.974--0.99,80,0.009,0.974,0.99,0.014533764769196692,0.00169975309101007,"[0.01324745787326087,0.013893087427107265,0.016460749007221942]"
workers,awc4-cosine-h80--0.012--0.974--0.99,awc8-cosine-h80--0.012--0.974--0.99,80,0.012,0.974,0.99,0.013166235362024103,0.00343779466440162,"[0.013431585916535926,0.0164636656176933,0.009603454551843082]"
workers,awc4-cosine-h80--0.009--0.95--0.99,awc8-cosine-h80--0.009--0.95--0.99,80,0.009,0.95,0.99,0.019013349972109683,0.0034792073446601158,"[0.018684427173881968,0.015710284717866507,0.022645338024580575]"
workers,awc4-cosine-h80--0.011--0.95--0.99,awc8-cosine-h80--0.011--0.95--0.99,80,0.011,0.95,0.99,0.018176729040941513,0.00181187581474602,"[0.019605827938642406,0.016138868886510505,0.018785490297671625]"
workers,awc4-cosine-h80--0.006--0.974--0.999,awc8-cosine-h80--0.006--0.974--0.999,80,0.006,0.974,0.999,0.006708795233991409,0.0012888730795740835,"[0.006448680482451508,0.00810788730285461,0.005569817916668107]"
workers,awc4-cosine-h80--0.01--0.95--0.99,awc8-cosine-h80--0.01--0.95--0.99,80,0.01,0.95,0.99,0.016057114110292314,0.0009696402656242114,"[0.01700522289385642,0.015067288891867037,0.016098830545153486]"
workers,awc4-cosine-h80--0.007--0.974--0.99,awc8-cosine-h80--0.007--0.974--0.99,80,0.007,0.974,0.99,0.015442031915319157,0.0030549308023097065,"[0.017061338708768137,0.017346413584399478,0.011918343452789859]"
workers,awc4-cosine-h80--0.012--0.95--0.99,awc8-cosine-h80--0.012--0.95--0.99,80,0.012,0.95,0.99,0.015554479714739777,0.0025339961775392144,"[0.017323076765163314,0.016688889930953632,0.012651472448102385]"
workers,awc4-cosine-h80--0.008--0.974--0.99,awc8-cosine-h80--0.008--0.974--0.99,80,0.008,0.974,0.99,0.011741566379144105,0.001381064570437295,"[0.012731650506035752,0.012329178191124335,0.010163870440272227]"
workers,awc4-cosine-h80--0.005--0.974--0.999,awc8-cosine-h80--0.005--0.974--0.999,80,0.005,0.974,0.999,0.0066760035663741375,0.005311787236470994,"[0.011374647609988298,0.0009124258776473937,0.00774093721148672]"
workers,awc4-cosine-h80--0.008--0.95--0.99,awc8-cosine-h80--0.008--0.95--0.99,80,0.008,0.95,0.99,0.018841626066463373,0.003354424864224059,"[0.015089089188739635,0.019886620539825817,0.021549168470824664]"
workers,awc4-cosine-h80--0.006--0.95--0.99,awc8-cosine-h80--0.006--0.95--0.99,80,0.006,0.95,0.99,0.02303391604001126,0.001264067850869432,"[0.022595824125501984,0.024458749763596632,0.022047174230935163]"
workers,awc4-cosine-h80--0.005--0.95--0.999,awc8-cosine-h80--0.005--0.95--0.999,80,0.005,0.95,0.999,0.009947440324541793,0.0011728360671433462,"[0.009836870392698316,0.011171645800173824,0.00883380478075324]"
workers,awc4-cosine-h80--0.006--0.974--0.99,awc8-cosine-h80--0.006--0.974--0.99,80,0.006,0.974,0.99,0.016548824679264218,0.0027932012410964904,"[0.013589381990981142,0.01691802929487851,0.019139062751933]"
workers,awc4-cosine-h80--0.007--0.95--0.99,awc8-cosine-h80--0.007--0.95--0.99,80,0.007,0.95,0.99,0.016572360163135052,0.0020289365969255136,"[0.014444431011089165,0.018485160328214345,0.016787489150101642]"
workers,awc4-cosine-h80--0.005--0.974--0.99,awc8-cosine-h80--0.005--0.974--0.99,80,0.005,0.974,0.99,0.01995786395695894,0.0008890981426138511,"[0.019047880895421976,0.0200012201782771,0.02082449079717774]"
workers,awc4-cosine-h80--0.007--0.9--0.999,awc8-cosine-h80--0.007--0.9--0.999,80,0.007,0.9,0.999,0.014039064400307222,0.0051145387652474115,"[0.017309666113104694,0.008145139340201002,0.01666238774761597]"
workers,sync-cosine-h80--0.007--0.9--0.999,awc4-cosine-h80--0.007--0.9--0.999,80,0.007,0.9,0.999,-0.009152444014626226,0.007742859650425494,"[-0.018083785017958043,-0.0043328858502196255,-0.005040661175701011]"
workers,awc4-cosine-h80--0.01--0.9--0.999,awc8-cosine-h80--0.01--0.9--0.999,80,0.01,0.9,0.999,0.013288367219095468,0.0028996523281597493,"[0.01663440030406038,0.011510324156426943,0.011720377196799081]"
workers,sync-cosine-h80--0.01--0.9--0.999,awc4-cosine-h80--0.01--0.9--0.999,80,0.01,0.9,0.999,-0.8131397575913827,0.7037904688338243,"[-1.2940198827580836,-1.1400503387338308,-0.005349051282233841]"
workers,awc4-cosine-h80--0.006--0.9--0.999,awc8-cosine-h80--0.006--0.9--0.999,80,0.006,0.9,0.999,0.018658500604777768,0.004304768027389967,"[0.02296990377922592,0.018645199486690522,0.014360398548416864]"
workers,sync-cosine-h80--0.006--0.9--0.999,awc4-cosine-h80--0.006--0.9--0.999,80,0.006,0.9,0.999,0.003177041357201945,0.01817319828190515,"[-0.013905611594884792,0.02227309956277601,0.001163636103714616]"
workers,awc4-cosine-h80--0.009--0.9--0.999,awc8-cosine-h80--0.009--0.9--0.999,80,0.009,0.9,0.999,0.011611704208099946,0.005397477634072478,"[0.005580248504812424,0.013267681573524648,0.015987182545962764]"
workers,sync-cosine-h80--0.009--0.9--0.999,awc4-cosine-h80--0.009--0.9--0.999,80,0.009,0.9,0.999,-0.00025808441302406965,0.008920757265739791,"[-0.0029520778380129897,0.009699179993557294,-0.0075213553946165135]"
workers,awc4-cosine-h80--0.008--0.9--0.999,awc8-cosine-h80--0.008--0.9--0.999,80,0.008,0.9,0.999,0.017977961865116576,0.004289438041816464,"[0.020420615606582704,0.013025099018534103,0.020488170970232922]"
workers,sync-cosine-h80--0.008--0.9--0.999,awc4-cosine-h80--0.008--0.9--0.999,80,0.008,0.9,0.999,-0.0028783761554156406,0.019343138195761812,"[-0.022811474926890174,0.0158151816115093,-0.001638835150866047]"
workers,awc4-cosine-h80--0.011--0.9--0.999,awc8-cosine-h80--0.011--0.9--0.999,80,0.011,0.9,0.999,0.014145310049476537,0.002190981016909288,"[0.014754282685341735,0.0159673848200228,0.011714262643065076]"
workers,sync-cosine-h80--0.011--0.9--0.999,awc4-cosine-h80--0.011--0.9--0.999,80,0.011,0.9,0.999,-1.355868350780716,0.14153906114302325,"[-1.2650688655067839,-1.283582512590037,-1.5189536742453273]"
workers,awc4-cosine-h80--0.012--0.95--0.999,awc8-cosine-h80--0.012--0.95--0.999,80,0.012,0.95,0.999,-0.008131261453916702,0.024667940800668767,"[0.0010759236034885156,-0.036078549294936924,0.010608841329698304]"
workers,awc4-cosine-h80--0.012--0.9--0.99,awc8-cosine-h80--0.012--0.9--0.99,80,0.012,0.9,0.99,0.027053643703611147,0.0004666289843482451,"[0.0275455645265672,0.026617280989125636,0.02699808559514061]"
workers,awc4-cosine-h80--0.005--0.95--0.99,awc8-cosine-h80--0.005--0.95--0.99,80,0.005,0.95,0.99,0.01824865127500752,0.0016862664972988836,"[0.016329071572888765,0.018925766356547413,0.019491115895586386]"
workers,awc4-cosine-h80--0.01--0.9--0.99,awc8-cosine-h80--0.01--0.9--0.99,80,0.01,0.9,0.99,0.026678848850948327,0.0015744435069584895,"[0.02845490016116603,0.025454514313695054,0.026127132077983894]"
workers,sync-cosine-h80--0.01--0.9--0.99,awc4-cosine-h80--0.01--0.9--0.99,80,0.01,0.9,0.99,0.02501587772627308,0.004971458395224415,"[0.02100248164898222,0.023468017069308456,0.030577134460528566]"
workers,awc4-cosine-h80--0.011--0.9--0.99,awc8-cosine-h80--0.011--0.9--0.99,80,0.011,0.9,0.99,0.029082452704825457,0.007491303656372091,"[0.03773124139516382,0.024622149881700306,0.024893966837612247]"
workers,sync-cosine-h80--0.011--0.9--0.99,awc4-cosine-h80--0.011--0.9--0.99,80,0.011,0.9,0.99,-0.2696484700041412,0.4896024118486611,"[0.01798249313628064,0.008035566183629328,-0.8349634693323336]"
workers,awc4-cosine-h80--0.009--0.9--0.99,awc8-cosine-h80--0.009--0.9--0.99,80,0.009,0.9,0.99,0.027704230046876017,0.002999871614181827,"[0.030681232638166467,0.024682000815721583,0.027749456686740004]"
workers,sync-cosine-h80--0.009--0.9--0.99,awc4-cosine-h80--0.009--0.9--0.99,80,0.009,0.9,0.99,0.023249175560545215,0.004892686101359401,"[0.028354167988658308,0.01860081042928119,0.022792548263696144]"
workers,awc4-cosine-h80--0.005--0.9--0.999,awc8-cosine-h80--0.005--0.9--0.999,80,0.005,0.9,0.999,0.014470495504380695,0.0052141115289140085,"[0.009946960705172536,0.013291306100097433,0.020173219707872114]"
workers,sync-cosine-h80--0.005--0.9--0.999,awc4-cosine-h80--0.005--0.9--0.999,80,0.005,0.9,0.999,0.008647754669271368,0.013580011127855647,"[0.013335263915197793,0.019263056533363798,-0.006655056440747487]"
workers,awc4-cosine-h80--0.007--0.9--0.99,awc8-cosine-h80--0.007--0.9--0.99,80,0.007,0.9,0.99,0.0294076953471006,0.005872160316864002,"[0.02781530896058859,0.03591182126455639,0.024495955816156822]"
workers,sync-cosine-h80--0.007--0.9--0.99,awc4-cosine-h80--0.007--0.9--0.99,80,0.007,0.9,0.99,0.025955315519438305,0.004773461323283293,"[0.02045418524710918,0.028407372196711744,0.02900438911449399]"
workers,awc4-cosine-h80--0.008--0.9--0.99,awc8-cosine-h80--0.008--0.9--0.99,80,0.008,0.9,0.99,0.024730738104210708,0.0010494762983556446,"[0.024959408719506637,0.023585780259895994,0.02564702533322949]"
workers,sync-cosine-h80--0.008--0.9--0.99,awc4-cosine-h80--0.008--0.9--0.99,80,0.008,0.9,0.99,0.025760239863029444,0.00559498788580696,"[0.01931133050867251,0.02932020243399336,0.028649186646422464]"
workers,awc4-cosine-h80--0.006--0.9--0.99,awc8-cosine-h80--0.006--0.9--0.99,80,0.006,0.9,0.99,0.02783279319411817,0.004601067311012263,"[0.024633468552357485,0.03310574583539694,0.025759165194600087]"
workers,sync-cosine-h80--0.006--0.9--0.99,awc4-cosine-h80--0.006--0.9--0.99,80,0.006,0.9,0.99,0.025308907025899902,0.004752594477671311,"[0.02603937905824072,0.029653974845647912,0.02023336717381108]"
workers,awc4-cosine-h80--0.005--0.9--0.99,awc8-cosine-h80--0.005--0.9--0.99,80,0.005,0.9,0.99,0.027577806693034262,0.0019484069551218876,"[0.02900021704145228,0.025357015064427113,0.028376187973223388]"
workers,sync-cosine-h80--0.005--0.9--0.99,awc4-cosine-h80--0.005--0.9--0.99,80,0.005,0.9,0.99,0.024825171993675916,0.0026106638687832234,"[0.022551362151511878,0.02767610942233434,0.024248044407181535]"
workers,awc4-cosine-h80--0.012--0.9--0.999,awc8-cosine-h80--0.012--0.9--0.999,80,0.012,0.9,0.999,-0.0037112038901788344,0.014634072074785055,"[0.004189023520603019,-0.020597540793762192,0.00527490560262267]"
schedule,awc8-cosine-h20--0.01--0.95--0.999,awc8-wsd-h20--0.01--0.95--0.999,20,0.01,0.95,0.999,0.005893195013904655,0.010792270653454936,"[-0.004487085521426515,0.005111699168804051,0.017054971394336427]"
schedule,awc8-cosine-h20--0.008--0.95--0.999,awc8-wsd-h20--0.008--0.95--0.999,20,0.008,0.95,0.999,-0.0015267940780430145,0.010195624535614517,"[0.009984565102339804,-0.009419578494017866,-0.005145368842450981]"
workers,sync-cosine-h20--0.01--0.9--0.999,awc8-cosine-h20--0.01--0.9--0.999,20,0.01,0.9,0.999,-0.38852617649592097,0.7085161642535994,"[-1.206583878438011,0.029522221501079304,0.011483127449168684]"
schedule,awc8-cosine-h20--0.01--0.9--0.999,awc8-wsd-h20--0.01--0.9--0.999,20,0.01,0.9,0.999,0.012167892269349778,0.004246737824680664,"[0.007393635226649042,0.015524368209967498,0.013585673371432794]"
workers,sync-cosine-h20--0.011--0.9--0.999,awc8-cosine-h20--0.011--0.9--0.999,20,0.011,0.9,0.999,-1.2205687287967584,0.061783703910182744,"[-1.1676166483702226,-1.2056408567222072,-1.288448681297845]"
workers,sync-cosine-h20--0.009--0.9--0.999,awc8-cosine-h20--0.009--0.9--0.999,20,0.009,0.9,0.999,0.028385580295384738,0.00794477607988578,"[0.027839691292710356,0.03658922280238919,0.02072782679105467]"
workers,sync-cosine-h20--0.011--0.9--0.99,awc8-cosine-h20--0.011--0.9--0.99,20,0.011,0.9,0.99,0.05012799957688981,0.01910487920232102,"[0.030244510763646648,0.051794385151684,0.06834510281533879]"
schedule,awc8-cosine-h20--0.006--0.95--0.999,awc8-wsd-h20--0.006--0.95--0.999,20,0.006,0.95,0.999,-0.019472022831462876,0.007135044387943673,"[-0.02658195797562657,-0.012312131528944281,-0.01952197898981778]"
workers,sync-cosine-h20--0.01--0.9--0.99,awc8-cosine-h20--0.01--0.9--0.99,20,0.01,0.9,0.99,0.0642815760121896,0.005241401976506287,"[0.0698590670743533,0.05945788827850418,0.06352777268371135]"
workers,sync-cosine-h20--0.008--0.9--0.999,awc8-cosine-h20--0.008--0.9--0.999,20,0.008,0.9,0.999,0.036642274262713936,0.018470335792873722,"[0.04787578364367162,0.04672614072372028,0.01532489842074991]"
schedule,awc8-cosine-h20--0.008--0.9--0.999,awc8-wsd-h20--0.008--0.9--0.999,20,0.008,0.9,0.999,0.006204206429885358,0.007181850122906492,"[0.008186512772208943,-0.001760598393157231,0.012186704910604362]"
workers,sync-cosine-h20--0.009--0.9--0.99,awc8-cosine-h20--0.009--0.9--0.99,20,0.009,0.9,0.99,0.06279162874077511,0.006791706227681979,"[0.06862266635703662,0.055334466648386815,0.06441775321690191]"
workers,sync-cosine-h20--0.007--0.9--0.999,awc8-cosine-h20--0.007--0.9--0.999,20,0.007,0.9,0.999,0.04715046944895477,0.0026913993517663362,"[0.04413546497435572,0.04931061361281053,0.04800532975969807]"
workers,sync-cosine-h20--0.006--0.9--0.999,awc8-cosine-h20--0.006--0.9--0.999,20,0.006,0.9,0.999,0.042290803035856715,0.02303851607956699,"[0.045648137330132954,0.06346644517549915,0.01775782660193803]"
schedule,awc8-cosine-h20--0.006--0.9--0.999,awc8-wsd-h20--0.006--0.9--0.999,20,0.006,0.9,0.999,-0.01634257854639924,0.0032362509242743333,"[-0.02004043739075856,-0.014027065776615277,-0.014960232471823875]"
workers,sync-cosine-h20--0.007--0.9--0.99,awc8-cosine-h20--0.007--0.9--0.99,20,0.007,0.9,0.99,0.07602751283938251,0.005117817622811223,"[0.07408942236742577,0.08183131879459404,0.07216179735612771]"
workers,sync-cosine-h20--0.008--0.9--0.99,awc8-cosine-h20--0.008--0.9--0.99,20,0.008,0.9,0.99,0.07333512392690666,0.00790801360725604,"[0.07105628570384415,0.0668167462614675,0.08213233981540835]"
workers,sync-cosine-h20--0.005--0.9--0.999,awc8-cosine-h20--0.005--0.9--0.999,20,0.005,0.9,0.999,0.061339827123851144,0.0031166834858177106,"[0.06321872439865261,0.05774217895973566,0.06305857801316517]"
workers,sync-cosine-h20--0.006--0.9--0.99,awc8-cosine-h20--0.006--0.9--0.99,20,0.006,0.9,0.99,0.07435513110234264,0.014395638209999199,"[0.0758525200008493,0.08794354826380646,0.059269325042372145]"
workers,sync-cosine-h20--0.005--0.9--0.99,awc8-cosine-h20--0.005--0.9--0.99,20,0.005,0.9,0.99,0.07359214467716028,0.009142397476104978,"[0.07410553268612174,0.06420387051504628,0.08246703083031282]"
schedule,awc8-cosine-h40--0.006--0.95--0.999,awc8-wsd-h40--0.006--0.95--0.999,40,0.006,0.95,0.999,0.012252574510403994,0.006170105495530798,"[0.007792420166570668,0.019294145135279717,0.009671158229361598]"
workers,sync-cosine-h40--0.011--0.9--0.999,awc8-cosine-h40--0.011--0.9--0.999,40,0.011,0.9,0.999,-0.8544336257231523,0.7620529017777702,"[-1.233811652586037,0.022844552586662736,-1.3523337771700827]"
workers,sync-cosine-h40--0.01--0.9--0.999,awc8-cosine-h40--0.01--0.9--0.999,40,0.01,0.9,0.999,-0.7376277116556733,0.6634811858009773,"[-1.1417125725965076,0.028102445114235763,-1.099273007484748]"
workers,sync-cosine-h40--0.009--0.9--0.999,awc8-cosine-h40--0.009--0.9--0.999,40,0.009,0.9,0.999,0.0182600208155194,0.02968232387621009,"[-0.01568548856958918,0.031131904243164144,0.03933364677298323]"
workers,sync-cosine-h40--0.007--0.9--0.999,awc8-cosine-h40--0.007--0.9--0.999,40,0.007,0.9,0.999,0.03177710892286726,0.007496389604801313,"[0.02385106794625136,0.03272694788084429,0.038753310941506136]"
workers,sync-cosine-h40--0.008--0.9--0.999,awc8-cosine-h40--0.008--0.9--0.999,40,0.008,0.9,0.999,0.018766871512041927,0.013781947463742235,"[0.015211175487236162,0.0339782538779847,0.007111185170904921]"
workers,sync-cosine-h40--0.006--0.9--0.999,awc8-cosine-h40--0.006--0.9--0.999,40,0.006,0.9,0.999,0.03763418809111485,0.0010404049134168575,"[0.038742042555852674,0.03748267388982507,0.03667784782766681]"
schedule,awc8-cosine-h40--0.006--0.9--0.999,awc8-wsd-h40--0.006--0.9--0.999,40,0.006,0.9,0.999,0.014750791551168577,0.001177544484332517,"[0.014117657978226728,0.014025260731034273,0.016109455944244733]"
workers,sync-cosine-h40--0.011--0.9--0.99,awc8-cosine-h40--0.011--0.9--0.99,40,0.011,0.9,0.99,-0.23664958683646256,0.49637769190066355,"[-0.8096553325618747,0.038058179376522894,0.061648392675964114]"
workers,sync-cosine-h40--0.01--0.9--0.99,awc8-cosine-h40--0.01--0.9--0.99,40,0.01,0.9,0.99,0.05577533289028717,0.0077216728945611775,"[0.054300820294787666,0.06412794155971913,0.04889723681635472]"
workers,sync-cosine-h40--0.005--0.9--0.999,awc8-cosine-h40--0.005--0.9--0.999,40,0.005,0.9,0.999,0.03514198386697457,0.006036774602417049,"[0.03265192606226108,0.04202548390052252,0.030748541638140114]"
workers,sync-cosine-h40--0.009--0.9--0.99,awc8-cosine-h40--0.009--0.9--0.99,40,0.009,0.9,0.99,0.05710756699891858,0.00732143083099342,"[0.05871394607868696,0.04911633119443071,0.06349242372363806]"
workers,sync-cosine-h40--0.008--0.9--0.99,awc8-cosine-h40--0.008--0.9--0.99,40,0.008,0.9,0.99,0.05832924888822033,0.014003684648424644,"[0.049202167220185444,0.05133314141870837,0.07445243802576718]"
workers,sync-cosine-h40--0.007--0.9--0.99,awc8-cosine-h40--0.007--0.9--0.99,40,0.007,0.9,0.99,0.06041610688859148,0.003409800996109866,"[0.06183353312989981,0.056526211602309306,0.06288857593356534]"
workers,sync-cosine-h40--0.006--0.9--0.99,awc8-cosine-h40--0.006--0.9--0.99,40,0.006,0.9,0.99,0.05851494489206951,0.013153352187001385,"[0.05783136229774932,0.07199675939631911,0.045716712982140084]"
workers,sync-cosine-h40--0.005--0.9--0.99,awc8-cosine-h40--0.005--0.9--0.99,40,0.005,0.9,0.99,0.061500556331422374,0.005251459279623529,"[0.06633732496176803,0.055914826680179885,0.062249517352319206]"
schedule,awc8-cosine-h80--0.006--0.95--0.999,awc8-wsd-h80--0.006--0.95--0.999,80,0.006,0.95,0.999,0.029622965876323182,0.003261129004404143,"[0.027046577876975064,0.03328952718172973,0.028532792570264753]"
workers,sync-cosine-h80--0.009--0.9--0.999,awc8-cosine-h80--0.009--0.9--0.999,80,0.009,0.9,0.999,0.011353619795075875,0.010472349146642926,"[0.0026281706667994342,0.022966861567081942,0.00846582715134625]"
workers,sync-cosine-h80--0.01--0.9--0.999,awc8-cosine-h80--0.01--0.9--0.999,80,0.01,0.9,0.999,-0.7998513903722873,0.7021645423400169,"[-1.2773854824540232,-1.1285400145774038,0.00637132591456524]"
workers,sync-cosine-h80--0.007--0.9--0.999,awc8-cosine-h80--0.007--0.9--0.999,80,0.007,0.9,0.999,0.004886620385680995,0.006267371413990937,"[-0.0007741189048533492,0.0038122534899813765,0.011621726571914959]"
workers,sync-cosine-h80--0.011--0.9--0.999,awc8-cosine-h80--0.011--0.9--0.999,80,0.011,0.9,0.999,-1.3417230407312395,0.14360215521925443,"[-1.2503145828214421,-1.2676151277700143,-1.5072394116022623]"
workers,sync-cosine-h80--0.008--0.9--0.999,awc8-cosine-h80--0.008--0.9--0.999,80,0.008,0.9,0.999,0.015099585709700936,0.015949655013927585,"[-0.00239085932030747,0.028840280630043402,0.018849335819366875]"
workers,sync-cosine-h80--0.006--0.9--0.999,awc8-cosine-h80--0.006--0.9--0.999,80,0.006,0.9,0.999,0.021835541961979715,0.016838817705900996,"[0.009064292184341127,0.04091829904946653,0.01552403465213148]"
schedule,awc8-cosine-h80--0.006--0.9--0.999,awc8-wsd-h80--0.006--0.9--0.999,80,0.006,0.9,0.999,0.030152496734955864,0.0023677983662371907,"[0.029892288912431564,0.027925549942482863,0.03263965134995317]"
workers,sync-cosine-h80--0.005--0.9--0.999,awc8-cosine-h80--0.005--0.9--0.999,80,0.005,0.9,0.999,0.02311825017365206,0.009519158959336216,"[0.02328222462037033,0.03255436263346123,0.013518163267124628]"
workers,sync-cosine-h80--0.01--0.9--0.99,awc8-cosine-h80--0.01--0.9--0.99,80,0.01,0.9,0.99,0.051694726577221406,0.004346623311569937,"[0.04945738181014825,0.04892253138300351,0.05670426653851246]"
workers,sync-cosine-h80--0.008--0.9--0.99,awc8-cosine-h80--0.008--0.9--0.99,80,0.008,0.9,0.99,0.05049097796724015,0.005431547831413659,"[0.044270739228179146,0.05290598269388935,0.054296211979651954]"
workers,sync-cosine-h80--0.009--0.9--0.99,awc8-cosine-h80--0.009--0.9--0.99,80,0.009,0.9,0.99,0.05095340560742123,0.007884348795778802,"[0.059035400626824774,0.04328281124500277,0.05054200495043615]"
workers,sync-cosine-h80--0.011--0.9--0.99,awc8-cosine-h80--0.011--0.9--0.99,80,0.011,0.9,0.99,-0.24056601729931573,0.4933391933894596,"[0.05571373453144446,0.032657716065329634,-0.8100695024947213]"
workers,sync-cosine-h80--0.007--0.9--0.99,awc8-cosine-h80--0.007--0.9--0.99,80,0.007,0.9,0.99,0.05536301086653891,0.008185374446172431,"[0.04826949420769777,0.06431919346126813,0.05350034493065081]"
workers,sync-cosine-h80--0.006--0.9--0.99,awc8-cosine-h80--0.006--0.9--0.99,80,0.006,0.9,0.99,0.05314170022001807,0.008651940584811559,"[0.050672847610598204,0.06275972068104485,0.045992532368411165]"
workers,sync-cosine-h80--0.005--0.9--0.99,awc8-cosine-h80--0.005--0.9--0.99,80,0.005,0.9,0.99,0.05240297868671018,0.0007651529338134977,"[0.05155157919296416,0.05303312448676145,0.05262423238040492]"
schedule,sync-cosine-h20--0.008--0.9--0.98,sync-wsd-h20--0.008--0.9--0.98,20,0.008,0.9,0.98,0.020797230405922445,0.0021668737875462814,"[0.020667128830837544,0.023026223705703952,0.018698338681225835]"
schedule,sync-cosine-h20--0.006--0.9--0.98,sync-wsd-h20--0.006--0.9--0.98,20,0.006,0.9,0.98,0.009639327047312296,0.005660893531515311,"[0.007012481499648171,0.005769075696868242,0.016136423945420475]"
schedule,sync-cosine-h20--0.008--0.9--0.999,sync-wsd-h20--0.008--0.9--0.999,20,0.008,0.9,0.999,0.24615307614108195,0.4058684160726103,"[0.7141484394513018,0.03370594216789957,-0.009395153195955519]"
