id,method,horizon,steady,training,elapsed,validationSeconds,sessionSeconds,peakGiB,jobId,measurementDate,artifacts
awc8-cosine-h40--0.014--0.9--0.999--s44,awc8,40,1492149.7318907669,1373158.8623403574,1276694.4038908698,101.1921877200075,741.1952460769971,42.29233980178833,2580864,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.9-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.9-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.9-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.9-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.9-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-8a948641c72ed52c6a1d337c7d2259e4f605bb2d95e9cd124b3ac50970d780fa.json""}"
awc8-cosine-h40--0.014--0.95--0.99--s42,awc8,40,1483200.8115653645,1366178.4238150811,1271421.9168007025,100.23162173499986,742.637093559,42.29233980178833,2581258,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-a6eb42b4cb2e5034353c69927742a64f45ac318e3d4df1ce12d5c3d0b3c09f35.json""}"
awc8-cosine-h40--0.014--0.95--0.99--s43,awc8,40,1524392.0180395287,1401286.4638500293,1301105.0966865132,101.40991130299972,729.1829417499998,42.29233980178833,2581259,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-2e240af9fe91fd78e5cf503361330a762ee3b4e6b7f9ea2616e4186a9d302e10.json""}"
awc8-cosine-h40--0.014--0.95--0.99--s44,awc8,40,1538242.9314563004,1413168.158826812,1312041.847372207,100.12880201299959,722.6715682760005,42.29233980178833,2581261,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-c0cd2f705b0e13b71a03268baf1545a980f547312adecf2c77ec5f1378567f8b.json""}"
awc8-cosine-h40--0.014--0.95--0.999--s42,awc8,40,1476720.646016576,1361272.8722078437,1265330.7526108816,103.32252474298002,748.917225895013,42.29233980178833,2581266,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-47aea8b39e53f4f0900dae4cd089993a9d2b33b9ed3c52d49bc236f77e6821a2.json""}"
awc8-cosine-h40--0.014--0.95--0.999--s43,awc8,40,1496005.4492748524,1376872.821009493,1279923.2767345582,100.88532268497511,739.0317458419886,42.29233980178833,2581269,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-08264d20d5edca574b00675cc706d006c7c89a715d363f29d9acf28d147d9368.json""}"
awc8-cosine-h40--0.014--0.95--0.999--s44,awc8,40,1518755.4656735454,1471839.751360952,1361338.0609540315,99.41685855700052,699.0218803260068,42.29233980178833,2581270,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.95-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-d9627c5d90d985f84fc425cb44a49060919aece8703bffbdd8dbe5ef1945bdff.json""}"
awc8-cosine-h40--0.014--0.974--0.99--s42,awc8,40,1541773.027560926,1466547.1190428254,1356661.2469503204,100.35942198899284,702.240134540014,42.29233980178833,2581295,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-70932f2fca8e65dc6b7b9db69ebfcbba568228f02f797d2a04db71120aae08df.json""}"
awc8-cosine-h40--0.014--0.974--0.99--s43,awc8,40,1532590.1637397741,1460008.1227307941,1351692.2942384114,101.49962967500323,705.8951117410033,42.29233980178833,2581296,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-55d3f0dddac87074cefd542f2c19e6cf5682dfb4aeeb648056aec52c87e46a20.json""}"
awc8-cosine-h40--0.014--0.974--0.99--s44,awc8,40,1509779.6231246064,1456912.0744558978,1350329.5318467976,99.5695158219969,704.0674278430015,42.29233980178833,2581297,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-9bb760997f17f1e4c3969e5081961c521d23ab9e8fa492448f9c0de25d70ee43.json""}"
awc8-cosine-h40--0.014--0.974--0.999--s42,awc8,40,1546786.0563663028,1473612.8967453958,1364001.875661397,101.13888138301263,700.1053455939982,42.29233980178833,2581316,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-225fda6d2cff00ba8d2028932b322d7a76f75962cb057eb61168ed6945245161.json""}"
awc8-cosine-h40--0.014--0.974--0.999--s43,awc8,40,1497811.158830028,1429182.0457273817,1325965.6365567783,100.15768376499182,716.2971162689792,42.29233980178833,2581317,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-15e3ed82ee45e64c4ca40d38ddd4601fcfab7f958518101b546a19c9d8344eee.json""}"
awc8-cosine-h40--0.014--0.974--0.999--s44,awc8,40,1508373.6286236169,1437958.567752804,1331457.9620667906,103.19475739399786,716.7942071300058,42.29233980178833,2581318,2026-09-17,"{""metrics.jsonl"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc8/h40/lr-0.014-b1-0.974-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-d1d26a49fc48af796ebaf1cb1b3d17798803a5e79162bd2cd695a242142dc518.json""}"
sync-cosine-h40--0.004--0.9--0.98--s42,sync,40,1745450.1280025146,1678614.0372925403,1533431.5345131995,101.06195148600091,633.387231910001,39.47825336456299,2548202,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s42/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s42/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s42/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s42/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s42/request.json"",""environment.json"":""shared/environment-a2c1f3ac1fec4d7d1bdeee1efe75eae8d68124e84e4f7a73e7386f4c954bdd28.json""}"
sync-cosine-h40--0.004--0.9--0.98--s43,sync,40,1775547.2688243669,1701108.991417354,1556319.3479329352,100.16602838299877,624.6528323099992,39.47825336456299,2548206,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s43/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s43/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s43/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s43/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s43/request.json"",""environment.json"":""shared/environment-80716a28cfdb4fc8e57a8c30d7048054202736a2a619e876345ff1875e934834.json""}"
sync-cosine-h40--0.004--0.9--0.98--s44,sync,40,1766702.2972461458,1699424.7554900695,1554025.2728151737,99.90075701099704,625.1643719870044,39.47825336456299,2548210,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s44/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s44/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s44/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s44/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.98/s44/request.json"",""environment.json"":""shared/environment-cb3e8a580ed07a7fd25bbde517f72f86b01a83c70dc4b13df51170d5cf738a3c.json""}"
sync-cosine-h40--0.004--0.9--0.99--s42,sync,40,1758261.7752683864,1695105.6197647608,1551493.3242438505,99.83626136900057,625.9519863040005,39.47825336456299,2550221,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-3a5cea9ff0ac95e0c01f3f65e9687d9b5c2948f28c51fd301e22ef5d9f461e95.json""}"
sync-cosine-h40--0.004--0.9--0.99--s43,sync,40,1741798.372468777,1564247.6537585938,1439466.7306202354,101.45614228900013,669.0770331330023,39.47825336456299,2550222,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-2980965b77673f6e3c8575cdcf859c34b026ec276b7f6f55fc440ce29a15ec86.json""}"
sync-cosine-h40--0.004--0.9--0.99--s44,sync,40,1781725.6671189358,1596361.95107657,1467477.8668624617,99.57385021400114,656.329219421008,39.47825336456299,2550223,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-7c0b75ce1b3d0f015f0c337955b47f53d15ce208ccf66852243e8922fb9f5876.json""}"
sync-cosine-h40--0.004--0.9--0.999--s42,sync,40,1721912.27941858,1553250.0100705877,1428962.8444372714,101.83338029200968,673.6877455089998,39.47825336456299,2550311,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-4387ced843b4027a6d0baa3ea83e4ec16d71523927e408f958104ef7fc44d683.json""}"
sync-cosine-h40--0.004--0.9--0.999--s43,sync,40,1741678.4345128231,1678673.4114143054,1510364.5943405947,101.58712838700012,642.0477597630015,39.47825336456299,2550312,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-3488b993933975b2bac5bcae003765ca33e68bb18aec3f8900d1c5721bf2d8c8.json""}"
sync-cosine-h40--0.004--0.9--0.999--s44,sync,40,1754456.5367572978,1595027.9086017597,1466113.29169962,100.69591950000904,657.8821767899935,39.47825336456299,2550313,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.004-b1-0.9-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-5810ad6ceb1da3eefb83141525ee959a9fbd9a5d6279bc940cfd93324f006ce7.json""}"
sync-cosine-h40--0.005--0.9--0.98--s42,sync,40,1763781.4052449034,1695498.4400903743,1542235.3679300572,100.52463598299073,629.8058757809922,39.47825336456299,2548938,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s42/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s42/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s42/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s42/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s42/request.json"",""environment.json"":""shared/environment-b27c381ae17fbdd38c99752572ac6c1b2b97a3f4ef430048d3f84f97d529b3c2.json""}"
sync-cosine-h40--0.005--0.9--0.98--s43,sync,40,1749766.1715348759,1684809.5139372055,1541369.3210070138,101.30900513000233,630.8881039440021,39.47825336456299,2548939,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s43/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s43/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s43/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s43/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s43/request.json"",""environment.json"":""shared/environment-1db687b545f62d06ae75fb3294021f0651da83f244991f69588938e12e17040d.json""}"
sync-cosine-h40--0.005--0.9--0.98--s44,sync,40,1747784.2157563642,1585068.2976059318,1456554.370658116,101.7733349379996,662.6562371230102,39.47825336456299,2548940,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s44/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s44/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s44/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s44/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.98/s44/request.json"",""environment.json"":""shared/environment-83f92525464d778e97d734a570d08975c86e9b680a7796180eb244825568c9fc.json""}"
sync-cosine-h40--0.005--0.9--0.99--s42,sync,40,1774406.9358014993,1708734.878690836,1562024.5130009663,100.01252773299348,622.6162907260004,39.47825336456299,2550224,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-327f8c2eed0e760f3e8ebfcafb446425e86bbc839c9367a977d708c5fa208671.json""}"
sync-cosine-h40--0.005--0.9--0.99--s43,sync,40,1745783.5770441757,1567581.9625536234,1439865.7875211656,101.24929247199907,668.700423399001,39.47825336456299,2550225,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-a68675e4052af988b1076786c1768b70eb55deb42931abbef64d5eeda192cad7.json""}"
sync-cosine-h40--0.005--0.9--0.99--s44,sync,40,1769472.0466862747,1704860.639913224,1559079.2030650682,100.22283441900072,623.7788817039982,39.47825336456299,2550226,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-76a5d862c2712980703d89e75331c856d71b4dca30b1df7a240ec90837645ea5.json""}"
sync-cosine-h40--0.005--0.9--0.999--s42,sync,40,1764762.9335790693,1586502.2597020047,1458530.6351266424,100.82570888499322,660.9658781430044,39.47825336456299,2550314,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-a88226d14b96f1f7941a12f6f48f1e1648866d0c1578a47b8cfad87141b1379b.json""}"
sync-cosine-h40--0.005--0.9--0.999--s43,sync,40,1764668.963544921,1586346.5290530152,1458555.8900810543,100.51933461800218,660.659422458004,39.47825336456299,2550315,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-963741a34343dafa950d3fe93b9f8740cc3008c04565aaa5b40b9229e41c73de.json""}"
sync-cosine-h40--0.005--0.9--0.999--s44,sync,40,1747333.457636409,1678669.8265988026,1534727.1418267766,100.5021735190021,632.3782313150004,39.47825336456299,2550437,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.005-b1-0.9-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-265fb26bf2e03dba49c7a060733abb41bc047f963de52efdc68b41ebe4432231.json""}"
sync-cosine-h40--0.006--0.9--0.98--s42,sync,40,1736243.6383543536,1669442.2727824918,1514774.8592392232,101.44587097699696,640.3311352870078,39.47825336456299,2548941,2026-09-16,"{""metrics.jsonl"":""logs/cosine/sync/h40/lr-0.006-b1-0.9-b2-0.98/s42/metrics.jsonl"",""result.json"":""logs/cosine/sync/h40/lr-0.006-b1-0.9-b2-0.98/s42/result.json"",""resolved.yaml"":""logs/cosine/sync/h40/lr-0.006-b1-0.9-b2-0.98/s42/resolved.yaml"",""receipt.json"":""logs/cosine/sync/h40/lr-0.006-b1-0.9-b2-0.98/s42/receipt.json"",""request.json"":""logs/cosine/sync/h40/lr-0.006-b1-0.9-b2-0.98/s42/request.json"",""environment.json"":""shared/environment-827d7836c139d6ccfe72023de94bd944c4a0630a31d514742d2c51bc98659f2f.json""}"
