id,method,horizon,steady,training,elapsed,validationSeconds,sessionSeconds,peakGiB,jobId,measurementDate,artifacts
awc4-cosine-h20--0.005--0.9--0.99--s42,awc4,20,1602245.3273197087,1441487.0262608596,1333517.719076433,101.67462774200249,407.7602407929953,40.78472375869751,2552445,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-9b2bc3094912a784951b4748b4f8bfc5b416f07d64f4cbedb6ca8b6251f5e56d.json""}"
awc4-cosine-h20--0.005--0.9--0.99--s43,awc4,20,1583409.5664222154,1338169.2602833372,1242535.671306993,100.88923460600199,430.46506888000295,40.78472375869751,2552446,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-8926d02f2d3035aa06f8b9d0c9fcec30e011b39df9f3478f35ff2d84d051f981.json""}"
awc4-cosine-h20--0.005--0.9--0.99--s44,awc4,20,1569809.509319542,1328515.4857578715,1234765.1144244426,101.49338306598656,433.1388647010026,40.78472375869751,2552447,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-c5d4d15bcb8d88ed435840300241da261eaa66cfb8faf607689281833410fae0.json""}"
awc4-cosine-h20--0.005--0.9--0.999--s42,awc4,20,1602085.5922475534,1405238.661989805,1302316.1371452562,101.23346797800332,414.6378812299954,40.78472375869751,2552462,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-a50ad5c814df3ebf10346b44c0bfacadc1e07a42f5a3426aacce41a8226cedee.json""}"
awc4-cosine-h20--0.005--0.9--0.999--s43,awc4,20,1569445.9185292474,1341948.9501441699,1245962.9741840845,102.62388402500073,430.7058315780014,40.78472375869751,2552463,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-0b5498d79d21990900410d05ad040838ddd2bb5278417168f5854672a80a081a.json""}"
awc4-cosine-h20--0.005--0.9--0.999--s44,awc4,20,1597202.2852119477,1494879.5885095666,1380207.0977639058,101.51484008900297,397.2480211869988,40.78472375869751,2552464,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.9-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-497f0d365cdbf26ae909fb7fe1e4e9c4c74e220954ab6d398b3862b107ddedbc.json""}"
awc4-cosine-h20--0.005--0.95--0.99--s42,awc4,20,1568824.944023861,1462354.5080603613,1341788.394118057,102.52516826699139,406.67403748299694,40.78472375869751,2552477,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-bfffc3505c89b65ef7d689aecef96977fb98a0c05b56a5a942658a794743f3ec.json""}"
awc4-cosine-h20--0.005--0.95--0.99--s43,awc4,20,1581885.1630042284,1485627.2934076583,1372285.8935536537,102.95107162398926,400.3451739220036,40.78472375869751,2552478,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-00704cad58e4cbc20756c69886be95f5f1fc121c3357de2062f774a33f6aff8f.json""}"
awc4-cosine-h20--0.005--0.95--0.99--s44,awc4,20,1595497.3733305484,1495457.1881738089,1379627.416614354,102.48166453799058,398.2921775380091,40.78472375869751,2552479,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-310c14d12b7c775646a7732fb2129c794adecc7d274bd1f1cb10bbe4ad2b29bd.json""}"
awc4-cosine-h20--0.005--0.95--0.999--s42,awc4,20,1621781.9452178027,1519729.580116874,1402085.7034121586,100.17973446199903,391.24557408399414,40.78472375869751,2552493,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-d7ab6ac47869607efd75861570f17b3ff722683ca065d4ecea73794e32572aa2.json""}"
awc4-cosine-h20--0.005--0.95--0.999--s43,awc4,20,1627417.5127648322,1523576.5223407648,1389843.966426915,98.91912503699132,392.5801558520034,40.78472375869751,2552494,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-7d3c9ccd1be0923436bae4e32ae0d4bc0aa0da7525f86423b275e423b61f9979.json""}"
awc4-cosine-h20--0.005--0.95--0.999--s44,awc4,20,1582158.8912753337,1467195.2290683745,1354984.25330805,101.93520889000501,403.29282899800455,40.78472375869751,2552495,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.95-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-6793a96f4d2fad0d929ca3abc91f85036650733e7c6a5d85523fd34041c2f707.json""}"
awc4-cosine-h20--0.005--0.974--0.99--s42,awc4,20,1585750.9894847078,1487150.0964606984,1373060.3220203326,101.3968555790052,398.63469000100304,40.78472375869751,2553312,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-34fc251122ed0d15d1f7a3f6505ec900a8289b8fe4a0b83fd23d020d1a897f4b.json""}"
awc4-cosine-h20--0.005--0.974--0.99--s43,awc4,20,1583480.0834177602,1479630.1063177802,1333280.0893452219,101.51389495500189,407.59970537299523,40.78472375869751,2553434,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-c5e13dfb560a605405cf338f5426722b00fa41062f4589741d6d89900b45e242.json""}"
awc4-cosine-h20--0.005--0.974--0.99--s44,awc4,20,1573079.2467212884,1468554.948780415,1357288.2710405223,102.536554263992,403.2119718220056,40.78472375869751,2553435,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-149f4def1f17705750c7a113b60fa4bb67e9bb0cf284b8ececf54af637ea8434.json""}"
awc4-cosine-h20--0.005--0.974--0.999--s42,awc4,20,1566356.999368074,1471878.3215264243,1344899.8803124574,103.53549351800757,406.9694854390109,40.78472375869751,2553975,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-e0e21d15ea8c569eec34eb45200da83f73c88dfdd291bc6d8fe6d8c4f0dbd8b4.json""}"
awc4-cosine-h20--0.005--0.974--0.999--s43,awc4,20,1618459.990456179,1515940.5991049178,1399352.0509905478,100.39167864598858,392.02514083401184,40.78472375869751,2553976,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-5a8df0c06fe1eeaaf3a04cb929e4a01668197ceba69fd221b6a829534f529195.json""}"
awc4-cosine-h20--0.005--0.974--0.999--s44,awc4,20,1627193.3825397515,1523935.522642085,1406607.819201181,98.93893591799133,389.09246944899496,40.78472375869751,2554082,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.005-b1-0.974-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-a8378a63641b5e34c5fedf49853aca1cb2b1386297197b89a77f5d9a2b404f8f.json""}"
awc4-cosine-h20--0.006--0.9--0.99--s42,awc4,20,1613033.678854829,1327537.0848618452,1233239.2704152323,99.8347464920007,431.246482732,40.78472375869751,2552448,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-df250c89e7d6347e1b9175c08d6978720d09e6aa20d143ecef6d63e048ab542f.json""}"
awc4-cosine-h20--0.006--0.9--0.99--s43,awc4,20,1574662.0396718897,1302083.3466624212,1209730.1972456418,102.12728655899991,439.9318864460074,40.78472375869751,2552450,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-af28352d47d606039103882ba0cb55815f4c6c5e2e16699626ff9dfd690f8f16.json""}"
awc4-cosine-h20--0.006--0.9--0.99--s44,awc4,20,1598115.4193807926,1361112.7882930206,1263580.9337914318,102.50558962200012,425.944001803,40.78472375869751,2552452,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-1676345bc1ac82831c5177ae5437110a3b87f78c89a2dac5f87cfe30dbb20cf2.json""}"
awc4-cosine-h20--0.006--0.9--0.999--s42,awc4,20,1578543.1880438128,1480530.1855629992,1366444.6018587346,102.5272078570124,401.19033541801036,40.78472375869751,2552465,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-56b04e12adb0d95e00aa0502a1dfb9a8779ea25968182455b0bdc61fda98b4c2.json""}"
awc4-cosine-h20--0.006--0.9--0.999--s43,awc4,20,1597748.8894390524,1496989.3856981343,1380457.8556434554,103.17997099399508,398.81808250000176,40.78472375869751,2552466,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-87dcf1dcd5dab7e570b7b49a56627f06a886398fadd312944eaf37eec00b9a61.json""}"
awc4-cosine-h20--0.006--0.9--0.999--s44,awc4,20,1591305.9818199095,1341364.4206190396,1245223.5608739299,101.02229561199783,429.3838156800048,40.78472375869751,2552467,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.9-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-457aa32f08e18a726503a647556fa49e67034de4e3dee7d7d3f273f0489f9b50.json""}"
awc4-cosine-h20--0.006--0.95--0.99--s42,awc4,20,1573527.3328955818,1473523.1653522572,1360917.3650014144,101.84849867799494,401.7929188889975,40.78472375869751,2552480,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-216df9dbb16986b4f7c0a79a46ea694e6ffb1365b984a90acfd7e6562e071461.json""}"
awc4-cosine-h20--0.006--0.95--0.99--s43,awc4,20,1585979.04167143,1476931.6167641133,1364327.3721330129,102.0289577490039,401.23995563598874,40.78472375869751,2552481,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-30bc664df3ad819e05041b6aaffc7909688f7abcc7429e220b5b3711bd5bb0a5.json""}"
awc4-cosine-h20--0.006--0.95--0.99--s44,awc4,20,1604859.758215573,1496049.310870833,1380842.2729138543,101.78202988099656,397.41481027500413,40.78472375869751,2552482,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.99/s44/request.json"",""environment.json"":""shared/environment-26b3c07fcd02b5f654db77d7163f62c158671454618a026b7845e0ae8660228b.json""}"
awc4-cosine-h20--0.006--0.95--0.999--s42,awc4,20,1575010.7200346612,1480027.6868778272,1366228.939555007,103.27639204499428,401.98470922400884,40.78472375869751,2552570,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s42/request.json"",""environment.json"":""shared/environment-97573141184dc5713f235fd2dbc9be28ba160f13314b19cc2acacdd7ff2bb29b.json""}"
awc4-cosine-h20--0.006--0.95--0.999--s43,awc4,20,1597454.2594597132,1497029.7576950744,1379973.1880589125,103.51826434899704,399.25639202000457,40.78472375869751,2552575,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s43/request.json"",""environment.json"":""shared/environment-4592aa411c4c905c0903273e6f456c5d51f29bc17402eacce370e0a72183e3d2.json""}"
awc4-cosine-h20--0.006--0.95--0.999--s44,awc4,20,1604782.7686377799,1503539.3869856945,1388274.0925262729,100.00767799800087,393.9801887960057,40.78472375869751,2552576,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s44/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s44/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s44/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s44/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.95-b2-0.999/s44/request.json"",""environment.json"":""shared/environment-97737409b909102fd28101d367414aeade020d53ad8e15fb11f0231c90838ff1.json""}"
awc4-cosine-h20--0.006--0.974--0.99--s42,awc4,20,1598299.0819188107,1497168.9724195173,1380399.7852816544,102.52120777999517,398.1638787959964,40.78472375869751,2553501,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s42/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s42/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s42/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s42/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s42/request.json"",""environment.json"":""shared/environment-f1f1326dba6f17e5a9c501b537779d90f9d2e824f58a5673ba33d36280fff9db.json""}"
awc4-cosine-h20--0.006--0.974--0.99--s43,awc4,20,1604507.8619180792,1335002.359053523,1241913.020599211,102.24185953300184,431.3476742089988,40.78472375869751,2553502,2026-09-16,"{""metrics.jsonl"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s43/metrics.jsonl"",""result.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s43/result.json"",""resolved.yaml"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s43/resolved.yaml"",""receipt.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s43/receipt.json"",""request.json"":""logs/cosine/awc4/h20/lr-0.006-b1-0.974-b2-0.99/s43/request.json"",""environment.json"":""shared/environment-e1bd1e30876f3f1c8bd65ba894805449bf9e97944799d1f2ec9c2c92051bf9d2.json""}"
